Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Red Zone Targets,routes_run,yprr,TPRR,redzone_touches,goal_line_touches,Games Played (Advanced),Year,Position,posteam,player_id,player_name,targets,yac,Player_Opps,Team_Opps,opportunity_share,VORP,FantasyPointsPerTouch,PointsPerOpportunity,BreakoutIndicator
1.0,Travis Kelce (KC),316.3,18.6,110.0,152.0,24.8%,119.0,8.0,"1,338",12.2,690.0,6.3,648.0,5.9,197.0,1.8,13.0,12.0,54.0,19.0,7.0,2.0,30.0,184.0,8.668478260869565,0.9945652173913044,41.0,16.0,17.0,2022,TE,KC,00-0030506,T.Kelce,183.0,756.0,152.0,152.0,1.0,175.10000000000002,2.8754545454545455,2.080921052631579,0
1.0,Travis Kelce (KC),312.8,20.9,105.0,145.0,23.7%,110.0,2.0,"1,416",13.5,833.0,7.9,583.0,5.6,261.0,2.5,10.0,11.0,67.0,23.0,4.0,2.0,20.0,186.0,9.548387096774194,0.9946236559139784,31.0,7.0,15.0,2020,TE,KC,00-0030506,T.Kelce,185.0,718.0,145.0,145.0,1.0,167.5,2.979047619047619,2.157241379310345,0
1.0,Mark Andrews (BAL),301.1,17.7,107.0,153.0,25.8%,110.0,3.0,"1,361",12.7,903.0,8.4,458.0,4.3,187.0,1.7,4.0,9.0,61.0,20.0,5.0,2.0,20.0,158.0,8.613924050632912,0.9683544303797468,28.0,7.0,17.0,2021,TE,BAL,00-0034753,M.Andrews,153.0,450.0,153.0,153.0,1.0,142.10000000000002,2.8140186915887853,1.9679738562091504,0
1.0,Travis Kelce (KC),294.6,18.4,103.0,150.0,26.6%,110.0,7.0,"1,336",13.0,767.0,7.4,569.0,5.5,152.0,1.5,7.0,10.0,56.0,18.0,6.0,2.0,14.0,167.0,8.784431137724551,0.994011976047904,28.0,7.0,16.0,2018,TE,KC,00-0030506,T.Kelce,166.0,634.0,150.0,150.0,1.0,164.00000000000003,2.860194174757282,1.9640000000000002,0
2.0,Zach Ertz (WAS),280.3,17.5,116.0,156.0,26.4%,123.0,5.0,"1,163",10.0,810.0,7.0,353.0,3.0,98.0,0.8,3.0,8.0,54.0,13.0,1.0,0.0,12.0,171.0,7.39766081871345,1.0,27.0,4.0,16.0,2018,TE,PHI,00-0030061,Z.Ertz,171.0,389.0,156.0,200.0,0.78,149.70000000000002,2.4163793103448277,1.7967948717948719,0
2.0,Darren Waller (MIA),278.6,17.4,107.0,145.0,27.7%,112.0,4.0,"1,196",11.2,624.0,5.8,572.0,5.3,215.0,2.0,7.0,9.0,44.0,16.0,3.0,0.0,22.0,146.0,8.191780821917808,0.9931506849315068,24.0,7.0,16.0,2020,TE,LV,00-0031610,D.Waller,145.0,572.0,145.0,145.0,1.0,133.3,2.6037383177570095,1.9213793103448278,0
2.0,Travis Kelce (KC),262.8,16.4,92.0,134.0,21.0%,102.0,10.0,"1,125",12.2,561.0,6.1,564.0,6.1,248.0,2.7,8.0,9.0,50.0,13.0,4.0,2.0,16.0,161.0,8.84472049689441,1.0,23.0,8.0,16.0,2021,TE,KC,00-0030506,T.Kelce,161.0,700.0,134.0,134.0,1.0,103.8,2.856521739130435,1.9611940298507464,0
1.0,Brock Bowers (LV),262.7,15.5,112.0,153.0,25.8%,118.0,6.0,"1,194",10.7,598.0,5.3,596.0,5.3,169.0,1.5,6.0,5.0,49.0,15.0,3.0,1.0,14.0,153.0,7.803921568627451,1.0,16.0,5.0,17.0,2024,TE,LV,00-0039338,B.Bowers,153.0,596.0,153.0,153.0,1.0,117.29999999999998,2.345535714285714,1.7169934640522875,0
3.0,George Kittle (SF),258.7,16.2,88.0,136.0,26.4%,93.0,5.0,"1,377",15.6,507.0,5.8,870.0,9.9,253.0,2.9,9.0,5.0,50.0,20.0,10.0,6.0,9.0,138.0,9.978260869565217,0.9855072463768116,21.0,7.0,16.0,2018,TE,SF,00-0033288,G.Kittle,136.0,870.0,136.0,136.0,1.0,128.1,2.939772727272727,1.902205882352941,0
1.0,Rob Gronkowski (FA),255.6,17.0,72.0,120.0,19.2%,152.0,7.0,"1,176",16.3,622.0,8.6,554.0,7.7,208.0,2.9,3.0,11.0,48.0,12.0,10.0,5.0,19.0,143.0,9.811188811188812,1.0,25.0,9.0,15.0,2015,TE,NE,00-0027656,R.Gronkowski,143.0,636.0,120.0,120.0,1.0,106.6,3.55,2.13,0
1.0,Travis Kelce (KC),254.3,15.9,97.0,136.0,24.4%,108.0,8.0,"1,229",12.7,819.0,8.4,410.0,4.2,155.0,1.6,6.0,5.0,59.0,13.0,5.0,3.0,19.0,158.0,9.08860759493671,1.0,26.0,8.0,16.0,2019,TE,KC,00-0030506,T.Kelce,158.0,494.0,136.0,136.0,1.0,118.3,2.6216494845360825,1.8698529411764706,0
2.0,Trey McBride (ARI),249.8,15.6,111.0,147.0,28.1%,114.0,3.0,"1,146",10.3,633.0,5.7,513.0,4.6,167.0,1.5,5.0,2.0,47.0,10.0,2.0,0.0,20.0,147.0,7.795918367346939,1.0,23.0,9.0,16.0,2024,TE,ARI,00-0037744,T.McBride,147.0,513.0,147.0,147.0,1.0,104.4,2.2504504504504506,1.6993197278911565,0
2.0,Delanie Walker (FA),244.4,16.3,94.0,133.0,24.5%,193.0,6.0,"1,088",11.6,699.0,7.4,389.0,4.1,188.0,2.0,7.0,6.0,44.0,10.0,3.0,2.0,15.0,134.0,8.119402985074627,0.9925373134328358,17.0,5.0,15.0,2015,TE,TEN,00-0024389,D.Walker,133.0,384.0,133.0,133.0,1.0,95.4,2.6,1.8375939849624061,0
3.0,Jordan Reed (FA),244.2,17.4,87.0,114.0,20.5%,170.0,4.0,952,10.9,484.0,5.6,468.0,5.4,140.0,1.6,7.0,11.0,38.0,13.0,1.0,0.0,21.0,131.0,8.183206106870228,1.0,26.0,5.0,14.0,2015,TE,WAS,00-0030472,J.Reed,131.0,505.0,114.0,114.0,1.0,95.2,2.806896551724138,2.1421052631578945,0
1.0,Sam LaPorta (DET),239.3,14.1,86.0,120.0,20.9%,91.0,5.0,889,10.3,531.0,6.2,358.0,4.2,120.0,1.4,9.0,10.0,35.0,8.0,5.0,2.0,15.0,149.0,7.147651006711409,0.9865771812080536,24.0,9.0,17.0,2023,TE,DET,00-0039065,S.LaPorta,147.0,453.0,120.0,120.0,1.0,95.8,2.782558139534884,1.9941666666666669,0
4.0,Gary Barnidge (FA),237.3,14.8,79.0,125.0,20.8%,161.0,7.0,"1,043",13.2,680.0,8.6,363.0,4.6,123.0,1.6,0.0,9.0,49.0,12.0,4.0,1.0,23.0,125.0,8.344,0.992,24.0,8.0,16.0,2015,TE,CLE,00-0026281,G.Barnidge,124.0,363.0,125.0,125.0,1.0,88.30000000000001,3.0037974683544304,1.8984,0
3.0,George Kittle (SF),236.6,15.8,78.0,94.0,18.3%,80.0,2.0,"1,106",14.2,584.0,7.5,522.0,6.7,187.0,2.4,4.0,8.0,45.0,21.0,9.0,2.0,19.0,94.0,11.76595744680851,1.0,21.0,6.0,15.0,2024,TE,SF,00-0033288,G.Kittle,94.0,522.0,94.0,94.0,1.0,91.2,3.033333333333333,2.5170212765957447,0
1.0,Travis Kelce (KC),233.5,15.6,83.0,122.0,23.1%,90.0,7.0,"1,038",12.5,632.0,7.6,406.0,4.9,154.0,1.9,7.0,8.0,44.0,13.0,6.0,1.0,10.0,126.0,8.761904761904763,1.0,21.0,1.0,15.0,2017,TE,KC,00-0030506,T.Kelce,126.0,424.0,122.0,122.0,1.0,100.7,2.8132530120481927,1.9139344262295082,0
2.0,Evan Engram (DEN),230.3,13.5,114.0,143.0,23.6%,122.0,7.0,963,8.4,447.0,3.9,516.0,4.5,154.0,1.4,5.0,4.0,40.0,9.0,1.0,0.0,9.0,144.0,6.6875,0.9930555555555556,11.0,3.0,17.0,2023,TE,JAX,00-0033881,E.Engram,143.0,516.0,143.0,143.0,1.0,86.80000000000001,2.020175438596491,1.6104895104895105,0
5.0,Greg Olsen (FA),227.4,14.2,77.0,124.0,25.1%,154.0,7.0,"1,104",14.3,760.0,9.9,344.0,4.5,58.0,0.8,0.0,7.0,49.0,14.0,6.0,1.0,18.0,147.0,9.081632653061224,1.0,21.0,5.0,16.0,2015,TE,CAR,00-0025418,G.Olsen,147.0,435.0,124.0,124.0,1.0,78.4,2.9532467532467535,1.8338709677419356,0
2.0,Rob Gronkowski (FA),227.4,16.2,69.0,105.0,18.0%,73.0,4.0,"1,084",15.7,739.0,10.7,345.0,5.0,187.0,2.7,4.0,8.0,52.0,13.0,5.0,2.0,9.0,133.0,9.789473684210526,0.9924812030075189,27.0,13.0,14.0,2017,TE,NE,00-0027656,R.Gronkowski,132.0,416.0,105.0,105.0,1.0,94.6,3.2956521739130435,2.165714285714286,0
1.0,Travis Kelce (KC),223.0,13.9,85.0,117.0,21.8%,174.0,10.0,"1,125",13.2,492.0,5.8,633.0,7.4,167.0,2.0,8.0,4.0,48.0,9.0,5.0,3.0,6.0,125.0,9.616,0.992,21.0,5.0,16.0,2016,TE,KC,00-0030506,T.Kelce,124.0,672.0,117.0,117.0,1.0,75.19999999999999,2.623529411764706,1.9059829059829059,0
2.0,George Kittle (SF),222.5,15.9,85.0,107.0,22.9%,87.0,2.0,"1,053",12.4,451.0,5.3,602.0,7.1,218.0,2.6,8.0,5.0,45.0,16.0,6.0,2.0,16.0,120.0,9.366666666666667,1.0,23.0,4.0,14.0,2019,TE,SF,00-0033288,G.Kittle,120.0,656.0,107.0,107.0,1.0,86.5,2.6176470588235294,2.0794392523364484,0
4.0,Jonnu Smith (PIT),222.3,13.1,88.0,111.0,19.5%,94.0,6.0,884,10.0,374.0,4.3,510.0,5.8,136.0,1.5,8.0,8.0,45.0,4.0,2.0,1.0,18.0,111.0,7.963963963963964,1.0,19.0,5.0,17.0,2024,TE,MIA,00-0033858,J.Smith,111.0,510.0,111.0,111.0,1.0,76.9,2.526136363636364,2.002702702702703,0
4.0,Eric Ebron (FA),222.2,13.9,66.0,110.0,17.4%,79.0,9.0,750,11.4,500.0,7.6,250.0,3.8,53.0,0.8,0.0,13.0,33.0,7.0,1.0,1.0,11.0,125.0,6.616,1.0,26.0,5.0,16.0,2018,TE,IND,00-0031387,E.Ebron,125.0,269.0,110.0,110.0,1.0,91.6,3.3666666666666667,2.02,0
3.0,Darren Waller (MIA),221.0,13.8,90.0,117.0,23.8%,95.0,5.0,"1,145",12.7,575.0,6.4,570.0,6.3,179.0,2.0,8.0,3.0,45.0,14.0,6.0,2.0,11.0,117.0,9.786324786324789,1.0,11.0,2.0,16.0,2019,TE,LV,00-0031610,D.Waller,117.0,578.0,117.0,117.0,1.0,85.0,2.4555555555555557,1.8888888888888888,0
3.0,Travis Kelce (KC),219.4,14.6,93.0,121.0,20.2%,101.0,7.0,984,10.6,514.0,5.5,470.0,5.1,95.0,1.0,4.0,5.0,39.0,12.0,2.0,2.0,19.0,158.0,8.474683544303797,1.0,26.0,5.0,15.0,2023,TE,KC,00-0030506,T.Kelce,158.0,628.0,121.0,121.0,1.0,75.9,2.3591397849462368,1.8132231404958679,0
4.0,T.J. Hockenson (MIN),219.0,14.6,95.0,127.0,21.0%,99.0,4.0,960,10.1,624.0,6.6,336.0,3.5,115.0,1.2,4.0,5.0,40.0,13.0,0.0,0.0,10.0,127.0,7.559055118110236,1.0,14.0,6.0,15.0,2023,TE,MIN,00-0035229,T.Hockenson,127.0,336.0,127.0,127.0,1.0,75.5,2.305263157894737,1.7244094488188977,0
4.0,Zach Ertz (WAS),215.6,14.4,88.0,135.0,22.4%,95.0,5.0,916,10.4,661.0,7.5,255.0,2.9,79.0,0.9,5.0,6.0,39.0,12.0,1.0,0.0,16.0,140.0,6.857142857142857,0.9928571428571428,20.0,5.0,15.0,2019,TE,PHI,00-0030061,Z.Ertz,139.0,271.0,135.0,222.0,0.6081081081081081,79.6,2.4499999999999997,1.597037037037037,1
2.0,T.J. Hockenson (MIN),215.4,12.7,86.0,129.0,22.9%,93.0,7.0,914,10.6,518.0,6.0,396.0,4.6,144.0,1.7,7.0,6.0,37.0,5.0,3.0,2.0,18.0,142.0,7.274647887323944,0.9772727272727272,23.0,6.0,17.0,2022,TE,DET,00-0035229,T.Hockenson,43.0,468.0,129.0,129.0,1.0,74.20000000000002,2.5046511627906978,1.669767441860465,0
2.0,Kyle Rudolph (FA),209.0,13.1,83.0,132.0,22.6%,168.0,6.0,840,10.1,481.0,5.8,359.0,4.3,101.0,1.2,5.0,7.0,34.0,10.0,1.0,1.0,12.0,133.0,6.315789473684211,0.9924812030075189,26.0,8.0,16.0,2016,TE,MIN,00-0027981,K.Rudolph,132.0,359.0,132.0,132.0,1.0,61.19999999999999,2.5180722891566263,1.5833333333333333,1
3.0,Dalton Schultz (HOU),208.8,12.3,78.0,104.0,16.3%,82.0,4.0,808,10.4,460.0,5.9,348.0,4.5,109.0,1.4,3.0,8.0,38.0,6.0,2.0,0.0,14.0,114.0,7.868421052631579,0.9824561403508772,16.0,5.0,17.0,2021,TE,DAL,00-0034383,D.Schultz,112.0,372.0,104.0,104.0,1.0,49.80000000000001,2.676923076923077,2.0076923076923077,0
3.0,Greg Olsen (FA),207.3,13.0,80.0,129.0,23.3%,166.0,4.0,"1,073",13.4,721.0,9.0,352.0,4.4,75.0,0.9,0.0,3.0,49.0,9.0,5.0,1.0,7.0,132.0,8.128787878787879,0.9772727272727272,19.0,7.0,16.0,2016,TE,CAR,00-0025418,G.Olsen,129.0,352.0,129.0,129.0,1.0,59.5,2.59125,1.6069767441860465,0
5.0,Mark Andrews (BAL),207.2,13.8,64.0,98.0,23.1%,73.0,7.0,852,13.3,561.0,8.8,291.0,4.5,95.0,1.5,3.0,10.0,28.0,16.0,7.0,1.0,14.0,105.0,8.485714285714286,1.0,16.0,3.0,15.0,2019,TE,BAL,00-0034753,M.Andrews,105.0,298.0,98.0,98.0,1.0,71.19999999999999,3.2375,2.1142857142857143,0
5.0,George Kittle (SF),203.2,12.7,65.0,90.0,19.1%,71.0,4.0,"1,020",15.7,537.0,8.3,483.0,7.4,154.0,2.4,5.0,6.0,40.0,18.0,8.0,3.0,12.0,103.0,10.990291262135925,1.0,14.0,2.0,16.0,2023,TE,SF,00-0033288,G.Kittle,103.0,539.0,90.0,90.0,1.0,59.69999999999999,3.126153846153846,2.2577777777777777,0
3.0,Zach Ertz (WAS),202.4,14.5,74.0,110.0,19.8%,79.0,3.0,824,11.1,581.0,7.9,243.0,3.3,95.0,1.3,1.0,8.0,38.0,4.0,3.0,2.0,8.0,133.0,7.639097744360902,0.9924812030075189,21.0,7.0,14.0,2017,TE,PHI,00-0030061,Z.Ertz,132.0,320.0,110.0,110.0,1.0,69.6,2.735135135135135,1.84,0
6.0,David Njoku (CLE),201.2,12.6,81.0,123.0,20.6%,93.0,11.0,882,10.9,283.0,3.5,599.0,7.4,271.0,3.3,10.0,6.0,29.0,12.0,7.0,2.0,17.0,134.0,7.276119402985074,1.0,20.0,7.0,16.0,2023,TE,CLE,00-0033885,D.Njoku,134.0,618.0,123.0,123.0,1.0,57.69999999999999,2.4839506172839503,1.6357723577235772,0
3.0,George Kittle (SF),200.5,13.4,60.0,86.0,17.1%,63.0,3.0,765,12.8,383.0,6.4,382.0,6.4,137.0,2.3,4.0,11.0,28.0,12.0,6.0,1.0,15.0,98.0,9.479591836734691,0.9897959183673468,17.0,7.0,15.0,2022,TE,SF,00-0033288,G.Kittle,97.0,440.0,86.0,86.0,1.0,59.30000000000001,3.341666666666667,2.3313953488372094,0
4.0,George Kittle (SF),198.0,14.1,71.0,94.0,18.8%,76.0,2.0,910,12.8,460.0,6.5,450.0,6.3,179.0,2.5,8.0,6.0,38.0,13.0,3.0,1.0,9.0,108.0,9.425925925925926,1.0,11.0,1.0,14.0,2021,TE,SF,00-0033288,G.Kittle,108.0,489.0,94.0,94.0,1.0,39.0,2.788732394366197,2.106382978723404,0
5.0,Travis Kelce (KC),195.4,12.2,97.0,133.0,23.3%,103.0,6.0,823,8.5,482.0,5.0,341.0,3.5,98.0,1.0,3.0,3.0,28.0,9.0,1.0,0.0,25.0,153.0,6.522875816993464,0.9869281045751634,31.0,7.0,16.0,2024,TE,KC,00-0030506,T.Kelce,151.0,426.0,133.0,182.0,0.7307692307692307,50.0,2.0144329896907216,1.4691729323308271,1
5.0,Jared Cook (FA),193.6,12.1,68.0,101.0,19.1%,77.0,9.0,896,13.2,553.0,8.1,343.0,5.0,88.0,1.3,4.0,6.0,39.0,15.0,5.0,1.0,7.0,101.0,8.871287128712872,1.0,15.0,3.0,16.0,2018,TE,LV,00-0027061,J.Cook,101.0,343.0,101.0,101.0,1.0,63.0,2.847058823529412,1.9168316831683168,0
6.0,Austin Hooper (NE),191.7,14.7,75.0,97.0,14.8%,76.0,1.0,787,10.5,452.0,6.0,335.0,4.5,109.0,1.5,5.0,6.0,34.0,8.0,3.0,0.0,18.0,99.0,7.94949494949495,0.9797979797979798,20.0,5.0,13.0,2019,TE,ATL,00-0032392,A.Hooper,97.0,335.0,97.0,97.0,1.0,55.69999999999999,2.556,1.9762886597938143,0
6.0,Tyler Eifert (FA),191.5,14.7,52.0,74.0,14.9%,103.0,7.0,615,11.8,391.0,7.5,224.0,4.3,71.0,1.4,3.0,13.0,29.0,6.0,2.0,0.0,15.0,83.0,8.108433734939759,1.0,16.0,4.0,13.0,2015,TE,CIN,00-0030549,T.Eifert,83.0,271.0,74.0,74.0,1.0,42.5,3.6826923076923075,2.5878378378378377,0
7.0,Benjamin Watson (FA),190.5,11.9,74.0,110.0,16.6%,152.0,9.0,825,11.1,584.0,7.9,241.0,3.3,69.0,0.9,1.0,6.0,32.0,12.0,1.0,1.0,16.0,110.0,7.5,1.0,18.0,3.0,16.0,2015,TE,NO,00-0022943,B.Watson,110.0,241.0,110.0,110.0,1.0,41.5,2.574324324324324,1.731818181818182,0
4.0,Mark Andrews (BAL),190.5,12.7,73.0,113.0,24.3%,81.0,8.0,847,11.6,604.0,8.3,243.0,3.3,68.0,0.9,1.0,5.0,39.0,7.0,1.0,0.0,17.0,124.0,7.419354838709677,0.9919354838709676,21.0,7.0,15.0,2022,TE,BAL,00-0034753,M.Andrews,123.0,267.0,113.0,113.0,1.0,49.30000000000001,2.6095890410958904,1.6858407079646018,0
8.0,Travis Kelce (KC),189.5,11.8,72.0,103.0,22.2%,144.0,6.0,875,12.2,351.0,4.9,524.0,7.3,233.0,3.2,4.0,5.0,37.0,6.0,4.0,1.0,10.0,124.0,8.274193548387096,0.9838709677419356,17.0,3.0,16.0,2015,TE,KC,00-0030506,T.Kelce,122.0,609.0,103.0,103.0,1.0,40.5,2.6319444444444446,1.8398058252427185,0
4.0,Jimmy Graham (FA),189.3,11.8,65.0,95.0,17.3%,129.0,2.0,923,14.2,598.0,9.2,325.0,5.0,113.0,1.7,6.0,6.0,45.0,5.0,5.0,2.0,7.0,102.0,9.627450980392156,1.0,22.0,2.0,16.0,2016,TE,SEA,00-0027696,J.Graham,102.0,346.0,95.0,95.0,1.0,41.5,2.9123076923076923,1.9926315789473685,0
6.0,Mark Andrews (BAL),188.8,11.1,55.0,69.0,15.1%,59.0,4.0,673,12.2,485.0,8.8,188.0,3.4,89.0,1.6,1.0,11.0,31.0,6.0,3.0,1.0,15.0,80.0,9.5125,0.9875,19.0,3.0,17.0,2024,TE,BAL,00-0034753,M.Andrews,79.0,220.0,69.0,127.0,0.5433070866141733,43.400000000000006,3.432727272727273,2.7362318840579714,0
5.0,Delanie Walker (FA),188.1,12.5,65.0,102.0,20.8%,133.0,5.0,800,12.3,529.0,8.1,271.0,4.2,99.0,1.5,3.0,7.0,30.0,8.0,5.0,2.0,10.0,102.0,7.84313725490196,1.0,18.0,2.0,15.0,2016,TE,TEN,00-0024389,D.Walker,102.0,271.0,102.0,102.0,1.0,40.29999999999998,2.893846153846154,1.8441176470588234,0
6.0,Zach Ertz (WAS),183.6,13.1,78.0,106.0,17.5%,159.0,4.0,816,10.5,553.0,7.1,263.0,3.4,65.0,0.8,2.0,4.0,35.0,8.0,1.0,0.0,7.0,106.0,7.69811320754717,1.0,17.0,3.0,14.0,2016,TE,PHI,00-0030061,Z.Ertz,106.0,263.0,106.0,106.0,1.0,35.79999999999998,2.353846153846154,1.732075471698113,0
7.0,Trey McBride (ARI),181.5,10.7,81.0,106.0,19.6%,84.0,3.0,825,10.2,405.0,5.0,420.0,5.2,137.0,1.7,10.0,3.0,35.0,9.0,2.0,0.0,11.0,106.0,7.783018867924528,1.0,11.0,5.0,17.0,2023,TE,ARI,00-0037744,T.McBride,106.0,420.0,106.0,106.0,1.0,38.0,2.240740740740741,1.7122641509433962,0
8.0,Cole Kmet (CHI),181.1,10.7,73.0,90.0,18.9%,75.0,1.0,719,9.8,429.0,5.9,290.0,4.0,101.0,1.4,4.0,6.0,25.0,9.0,2.0,2.0,15.0,90.0,7.988888888888889,1.0,16.0,5.0,17.0,2023,TE,CHI,00-0036290,C.Kmet,90.0,290.0,90.0,90.0,1.0,37.599999999999994,2.480821917808219,2.0122222222222224,0
5.0,Zach Ertz (WAS),180.7,10.6,74.0,112.0,23.9%,82.0,6.0,763,10.3,423.0,5.7,340.0,4.6,74.0,1.0,2.0,5.0,33.0,7.0,1.0,1.0,20.0,117.0,6.700854700854701,0.9883720930232558,22.0,9.0,17.0,2021,TE,ARI,00-0030061,Z.Ertz,85.0,352.0,112.0,112.0,1.0,21.69999999999999,2.441891891891892,1.613392857142857,0
7.0,Zach Ertz (WAS),177.4,10.4,66.0,91.0,18.1%,70.0,4.0,654,9.9,467.0,7.1,187.0,2.8,65.0,1.0,0.0,7.0,28.0,7.0,1.0,0.0,21.0,118.0,6.8559322033898304,0.9830508474576272,27.0,13.0,17.0,2024,TE,WAS,00-0030061,Z.Ertz,116.0,226.0,91.0,91.0,1.0,32.0,2.687878787878788,1.9494505494505494,0
9.0,Jake Ferguson (DAL),177.1,10.4,71.0,102.0,16.9%,77.0,5.0,761,10.7,336.0,4.7,425.0,6.0,169.0,2.4,6.0,5.0,36.0,8.0,3.0,1.0,23.0,114.0,7.491228070175438,1.0,29.0,10.0,17.0,2023,TE,DAL,00-0038041,J.Ferguson,114.0,452.0,102.0,102.0,1.0,33.599999999999994,2.4943661971830986,1.7362745098039216,0
5.0,Evan Engram (DEN),176.9,10.4,73.0,98.0,17.1%,78.0,5.0,766,10.5,301.0,4.1,465.0,6.4,102.0,1.4,5.0,4.0,31.0,10.0,1.0,0.0,8.0,118.0,7.5423728813559325,0.9745762711864406,15.0,4.0,17.0,2022,TE,JAX,00-0033881,E.Engram,115.0,553.0,98.0,98.0,1.0,35.70000000000002,2.4232876712328766,1.8051020408163265,0
4.0,Logan Thomas (FA),176.6,11.0,72.0,110.0,19.2%,80.0,7.0,670,9.3,382.0,5.3,288.0,4.0,93.0,1.3,3.0,6.0,26.0,5.0,1.0,0.0,17.0,121.0,6.148760330578512,0.9834710743801652,22.0,4.0,16.0,2020,TE,WAS,00-0031260,L.Thomas,119.0,317.0,110.0,110.0,1.0,31.299999999999983,2.4527777777777775,1.6054545454545455,0
3.0,Robert Tonyan (KC),176.6,11.0,52.0,59.0,11.8%,52.0,0.0,586,11.3,352.0,6.8,234.0,4.5,28.0,0.5,0.0,11.0,22.0,9.0,3.0,1.0,11.0,67.0,9.970149253731345,1.0,12.0,4.0,16.0,2020,TE,GB,00-0033757,R.Tonyan,67.0,268.0,59.0,59.0,1.0,31.299999999999983,3.396153846153846,2.993220338983051,0
6.0,Kyle Pitts Sr. (ATL),176.6,10.4,68.0,110.0,19.9%,77.0,6.0,"1,026",15.1,713.0,10.5,313.0,4.6,137.0,2.0,3.0,1.0,41.0,16.0,6.0,2.0,14.0,,,,,,17.0,2021,TE,,,,,,110.0,,,17.599999999999994,2.597058823529412,1.6054545454545455,0
