Player,Year,Position,Team,Games Played,Fantasy Points,PPG,Targets,Receptions,Carries,Touchdowns,Air Yards,YAC,Routes Run,Red Zone Touches,Goal Line Touches
Marquez Valdes-Scantling (SEA),2020,WR,GB,16.0,137.3,8.6,63.0,33.0,,6.0,,298.0,77.0,9.0,2.0
Jordy Nelson (FA),2017,WR,GB,15.0,137.2,9.1,88.0,53.0,,6.0,,128.0,89.0,13.0,6.0
Gabe Davis (FA),2021,WR,BUF,15.0,136.9,8.6,63.0,35.0,,7.0,,174.0,76.0,21.0,5.0
Gabe Davis (FA),2020,WR,BUF,16.0,136.9,8.6,62.0,35.0,,7.0,,131.0,73.0,17.0,4.0
Zach Pascal (NYG),2020,WR,IND,16.0,136.9,8.6,71.0,44.0,,5.0,,244.0,77.0,16.0,6.0
Zach Pascal (NYG),2021,WR,IND,16.0,136.9,8.6,69.0,38.0,,5.0,,121.0,69.0,14.0,4.0
Curtis Samuel (BUF),2018,WR,CAR,13.0,136.8,10.5,65.0,39.0,,5.0,,111.0,65.0,10.0,2.0
Nate Washington (FA),2015,WR,HOU,14.0,136.8,9.8,94.0,47.0,,4.0,,162.0,100.0,13.0,4.0
Courtland Sutton (DEN),2018,WR,DEN,16.0,136.3,8.5,84.0,42.0,,4.0,,163.0,85.0,9.0,4.0
Nick Westbrook-Ikhine (MIA),2024,WR,TEN,14.0,135.7,9.7,60.0,32.0,,9.0,,124.0,60.0,10.0,3.0
Jalen McMillan (TB),2024,WR,TB,13.0,135.4,10.4,58.0,37.0,,8.0,,144.0,62.0,9.0,1.0
Zach Pascal (NYG),2019,WR,IND,16.0,135.3,8.5,72.0,41.0,,5.0,,239.0,73.0,13.0,3.0
Kelvin Benjamin (FA),2017,WR,CAR,14.0,135.2,9.7,78.0,48.0,,3.0,,142.0,79.0,11.0,4.0
Cooper Kupp (SEA),2018,WR,LA,8.0,135.1,16.9,55.0,40.0,,6.0,,303.0,55.0,13.0,0.0
Marquise Brown (KC),2023,WR,ARI,13.0,134.7,10.4,101.0,51.0,,4.0,,164.0,104.0,12.0,5.0
Willie Snead IV (FA),2018,WR,,16.0,134.4,8.4,95.0,62.0,,1.0,,,,,
Kenny Stills (FA),2018,WR,MIA,15.0,134.4,9.0,64.0,37.0,,6.0,,131.0,65.0,5.0,2.0
William Fuller V (FA),2019,WR,,11.0,134.0,12.2,71.0,49.0,,3.0,,,,,
Rishard Matthews (FA),2015,WR,MIA,11.0,133.6,12.1,61.0,43.0,,4.0,,236.0,61.0,1.0,1.0
Jamison Crowder (FA),2015,WR,WAS,16.0,133.6,8.4,78.0,59.0,,2.0,,339.0,84.0,15.0,7.0
Hunter Renfrow (CAR),2019,WR,LV,13.0,133.5,10.3,71.0,49.0,,4.0,,301.0,72.0,13.0,4.0
James Washington (FA),2019,WR,PIT,15.0,133.5,8.9,80.0,44.0,,3.0,,185.0,80.0,2.0,1.0
Wan'Dale Robinson (NYG),2023,WR,NYG,15.0,133.2,8.9,78.0,60.0,,1.0,,287.0,78.0,4.0,0.0
Greg Ward (FA),2021,WR,,10.0,133.1,8.3,11.0,7.0,,6.0,,16.0,,6.0,3.0
Greg Ward (FA),2020,WR,PHI,16.0,133.1,8.3,79.0,53.0,,6.0,,164.0,80.0,8.0,4.0
Adam Humphries (FA),2016,WR,TB,15.0,133.0,8.9,83.0,55.0,,2.0,,382.0,84.0,11.0,2.0
Keelan Cole Sr. (FA),2017,WR,,16.0,132.8,8.3,83.0,42.0,,3.0,,,,,
Michael Crabtree (FA),2018,WR,BAL,16.0,132.7,8.3,100.0,54.0,,3.0,,130.0,104.0,12.0,2.0
Martavis Bryant (FA),2017,WR,PIT,15.0,132.5,8.8,84.0,50.0,,3.0,,192.0,89.0,11.0,2.0
Richie James Jr. (FA),2022,WR,,16.0,132.5,8.3,70.0,57.0,,4.0,,,,,
Travis Benjamin (FA),2016,WR,LAC,14.0,132.4,9.5,75.0,47.0,,4.0,,246.0,75.0,7.0,0.0
Antonio Callaway (FA),2018,WR,CLE,16.0,132.3,8.3,79.0,43.0,,5.0,,236.0,82.0,11.0,7.0
Elijah Moore (BUF),2023,WR,CLE,16.0,132.1,8.3,104.0,59.0,,2.0,,200.0,106.0,15.0,1.0
Romeo Doubs (GB),2024,WR,GB,13.0,132.1,10.2,72.0,46.0,,4.0,,137.0,75.0,12.0,2.0
Cole Beasley (FA),2015,WR,DAL,16.0,131.6,8.2,75.0,52.0,,5.0,,324.0,75.0,18.0,4.0
Hunter Renfrow (CAR),2021,WR,LV,17.0,131.6,8.2,128.0,103.0,,2.0,,487.0,140.0,27.0,5.0
Hunter Renfrow (CAR),2020,WR,LV,16.0,131.6,8.2,77.0,56.0,,2.0,,338.0,77.0,8.0,3.0
Steve Smith (FA),2015,WR,BAL,7.0,131.0,18.7,73.0,46.0,,3.0,,256.0,73.0,9.0,1.0
Donte Moncrief (FA),2018,WR,JAX,16.0,130.8,8.2,89.0,48.0,,3.0,,240.0,89.0,6.0,2.0
Jahan Dotson (PHI),2022,WR,WAS,12.0,130.6,10.9,61.0,35.0,,7.0,,137.0,63.0,10.0,4.0
DeVante Parker (FA),2017,WR,MIA,13.0,130.0,10.0,96.0,57.0,,1.0,,207.0,97.0,13.0,3.0
Kendrick Bourne (NE),2020,WR,SF,15.0,129.7,8.6,74.0,49.0,,2.0,,219.0,75.0,12.0,5.0
Kendrick Bourne (NE),2021,WR,NE,17.0,129.7,8.6,70.0,55.0,,2.0,,407.0,78.0,11.0,4.0
Tre Tucker (LV),2024,WR,LV,17.0,129.3,7.6,81.0,47.0,,3.0,,208.0,81.0,8.0,1.0
Chris Hogan (FA),2016,WR,NE,15.0,128.9,8.6,58.0,38.0,,4.0,,308.0,81.0,14.0,4.0
Josh Reynolds (NYJ),2023,WR,DET,16.0,128.8,8.1,64.0,40.0,,5.0,,209.0,78.0,15.0,5.0
Adam Humphries (FA),2017,WR,TB,16.0,128.7,8.0,83.0,61.0,,1.0,,307.0,83.0,5.0,0.0
Darius Slayton (NYG),2022,WR,NYG,15.0,128.4,8.6,71.0,46.0,,2.0,,307.0,84.0,5.0,0.0
Anthony Miller (BAL),2019,WR,CHI,16.0,127.5,8.0,85.0,52.0,,2.0,,217.0,85.0,10.0,2.0
Danny Amendola (FA),2018,WR,MIA,15.0,127.4,8.5,79.0,59.0,,1.0,,229.0,79.0,2.0,0.0
Kendall Wright (FA),2017,WR,CHI,16.0,126.4,7.9,91.0,59.0,,1.0,,182.0,92.0,8.0,2.0
Ryan Grant (FA),2017,WR,WAS,16.0,126.3,7.9,65.0,45.0,,4.0,,235.0,65.0,9.0,1.0
Eli Rogers (FA),2016,WR,PIT,13.0,126.0,9.7,66.0,48.0,,3.0,,250.0,84.0,9.0,4.0
Allen Lazard (NYJ),2024,WR,NYJ,12.0,126.0,10.5,60.0,37.0,,6.0,,155.0,61.0,12.0,2.0
Torrey Smith (FA),2015,WR,SF,16.0,125.3,7.8,62.0,33.0,,4.0,,218.0,63.0,8.0,1.0
T.Y. Hilton (FA),2019,WR,IND,10.0,125.1,12.5,68.0,45.0,,5.0,,213.0,68.0,8.0,4.0
Xavier Legette (CAR),2024,WR,CAR,16.0,125.1,7.8,84.0,49.0,,4.0,,112.0,85.0,13.0,3.0
Brandon LaFell (FA),2017,WR,CIN,16.0,124.8,7.8,89.0,52.0,,3.0,,239.0,89.0,11.0,0.0
Jahan Dotson (PHI),2023,WR,WAS,17.0,124.8,7.3,83.0,49.0,,4.0,,115.0,83.0,12.0,3.0
Michael Wilson (ARI),2024,WR,,16.0,124.5,7.8,71.0,47.0,,4.0,,,,,
Josh Reynolds (NYJ),2021,WR,DET,11.0,124.3,7.8,49.0,29.0,,2.0,,119.0,49.0,6.0,0.0
Travis Benjamin (FA),2017,WR,LAC,16.0,124.3,7.8,65.0,34.0,,4.0,,210.0,65.0,2.0,0.0
Josh Reynolds (NYJ),2020,WR,LA,16.0,124.3,7.8,81.0,52.0,,2.0,,248.0,85.0,7.0,3.0
Tyler Boyd (FA),2016,WR,CIN,16.0,124.1,7.8,81.0,54.0,,1.0,,201.0,81.0,10.0,2.0
Mohamed Sanu Sr. (FA),2019,WR,,15.0,124.1,8.3,89.0,59.0,,2.0,,,,,
Tyler Lockett (TEN),2016,WR,SEA,15.0,124.1,8.3,66.0,41.0,,1.0,,216.0,66.0,6.0,1.0
Demarcus Robinson (SF),2024,WR,LA,17.0,123.5,7.3,64.0,31.0,,7.0,,79.0,75.0,15.0,9.0
Christian Kirk (HOU),2018,WR,ARI,12.0,123.5,10.3,68.0,43.0,,3.0,,225.0,69.0,7.0,1.0
Devin Funchess (FA),2018,WR,CAR,14.0,122.9,8.8,79.0,44.0,,4.0,,76.0,79.0,12.0,4.0
Amari Cooper (FA),2024,WR,BUF,13.0,122.7,9.4,85.0,44.0,,4.0,,134.0,93.0,6.0,0.0
Marquez Valdes-Scantling (SEA),2022,WR,KC,17.0,122.4,7.2,81.0,42.0,,2.0,,161.0,92.0,13.0,2.0
Alshon Jeffery (FA),2019,WR,PHI,10.0,122.2,12.2,73.0,43.0,,4.0,,116.0,74.0,12.0,5.0
William Fuller V (FA),2016,WR,,14.0,122.2,8.7,92.0,47.0,,2.0,,,,,
Kenny Britt (FA),2015,WR,LA,16.0,122.1,7.6,72.0,36.0,,3.0,,118.0,72.0,4.0,0.0
Kayshon Boutte (NE),2024,WR,NE,15.0,121.9,8.1,68.0,43.0,,3.0,,150.0,69.0,5.0,3.0
Stefon Diggs (NE),2024,WR,HOU,8.0,121.9,15.2,64.0,47.0,,3.0,,185.0,64.0,6.0,1.0
Tyler Lockett (TEN),2024,WR,SEA,17.0,121.0,7.1,74.0,49.0,,2.0,,134.0,74.0,10.0,3.0
Marques Colston (FA),2015,WR,NO,13.0,121.0,9.3,67.0,45.0,,4.0,,192.0,68.0,9.0,4.0
Rashard Higgins (FA),2021,WR,CLE,12.0,120.9,9.3,47.0,24.0,,4.0,,41.0,47.0,5.0,0.0
Elijah Moore (BUF),2024,WR,CLE,17.0,120.9,7.1,102.0,61.0,,1.0,,133.0,102.0,7.0,1.0
Rashard Higgins (FA),2020,WR,CLE,13.0,120.9,9.3,52.0,37.0,,4.0,,106.0,66.0,9.0,2.0
Anthony Miller (BAL),2018,WR,CHI,15.0,120.2,8.0,54.0,33.0,,7.0,,177.0,59.0,14.0,3.0
Kenny Stills (FA),2019,WR,HOU,13.0,120.1,9.2,55.0,40.0,,4.0,,187.0,66.0,4.0,0.0
K.J. Osborn (WAS),2023,WR,MIN,15.0,120.0,8.0,75.0,48.0,,3.0,,185.0,75.0,11.0,3.0
Andrei Iosivas (CIN),2024,WR,CIN,17.0,119.9,7.1,61.0,36.0,,6.0,,67.0,61.0,10.0,5.0
Josh Doctson (FA),2017,WR,WAS,16.0,119.8,7.5,78.0,35.0,,6.0,,131.0,78.0,16.0,4.0
Dontayvion Wicks (GB),2023,WR,GB,15.0,119.8,8.0,58.0,39.0,,4.0,,211.0,62.0,9.0,0.0
Isaiah McKenzie (FA),2022,WR,BUF,16.0,119.8,7.5,66.0,42.0,,4.0,,144.0,67.0,15.0,4.0
Robert Woods (PIT),2016,WR,BUF,13.0,118.9,9.1,76.0,51.0,,1.0,,124.0,76.0,8.0,2.0
Calvin Austin III (PIT),2024,WR,,17.0,118.8,7.0,58.0,36.0,,4.0,,,,,
Tyler Lockett (TEN),2017,WR,SEA,16.0,118.3,7.4,71.0,45.0,,2.0,,188.0,71.0,11.0,1.0
Robert Woods (PIT),2015,WR,BUF,14.0,118.2,8.4,80.0,47.0,,3.0,,155.0,80.0,7.0,2.0
Rashard Higgins (FA),2018,WR,CLE,13.0,118.2,9.1,53.0,39.0,,4.0,,146.0,53.0,4.0,0.0
Brandin Cooks (NO),2019,WR,LA,14.0,117.5,8.4,72.0,42.0,,2.0,,169.0,73.0,6.0,3.0
Chester Rogers (FA),2018,WR,IND,16.0,117.1,7.3,72.0,53.0,,2.0,,280.0,85.0,9.0,3.0
Eric Decker (FA),2017,WR,TEN,16.0,116.3,7.3,83.0,54.0,,1.0,,129.0,95.0,11.0,1.0
Kalif Raymond (DET),2022,WR,DET,17.0,116.2,6.8,64.0,47.0,,0.0,,218.0,64.0,10.0,0.0
Devin Duvernay (CHI),2022,WR,BAL,14.0,116.1,8.3,49.0,37.0,,3.0,,159.0,49.0,11.0,3.0
Albert Wilson (FA),2017,WR,KC,13.0,116.0,8.9,62.0,42.0,,3.0,,327.0,66.0,12.0,0.0
Travis Fulgham (FA),2021,WR,,,115.9,8.9,,,,4.0,,,,,
Travis Fulgham (FA),2020,WR,PHI,13.0,115.9,8.9,67.0,38.0,,4.0,,100.0,67.0,10.0,2.0
Marvin Jones Jr. (FA),2018,WR,,9.0,115.8,12.9,62.0,35.0,,5.0,,,,,
Michael Floyd (FA),2016,WR,ARI,15.0,115.8,7.7,76.0,37.0,,5.0,,79.0,80.0,15.0,5.0
Robert Woods (PIT),2022,WR,TEN,17.0,115.7,6.8,91.0,53.0,,2.0,,156.0,91.0,14.0,1.0
DJ Chark Jr. (ATL),2023,WR,,14.0,115.5,8.3,66.0,35.0,,5.0,,,,,
Brian Quick (FA),2016,WR,LA,16.0,115.4,7.2,77.0,41.0,,3.0,,177.0,77.0,8.0,2.0
Andre Johnson (FA),2015,WR,IND,16.0,115.3,7.2,77.0,41.0,,4.0,,147.0,78.0,12.0,3.0
Chris Moore (WAS),2022,WR,HOU,15.0,115.1,7.7,74.0,48.0,,2.0,,267.0,74.0,11.0,1.0
Sammy Watkins (FA),2018,WR,KC,10.0,115.1,11.5,55.0,40.0,,3.0,,309.0,71.0,14.0,2.0
Corey Davis (FA),2019,WR,TEN,15.0,115.1,7.7,69.0,43.0,,2.0,,243.0,81.0,5.0,1.0
Robbie Chosen (FA),2016,WR,,16.0,114.9,7.2,78.0,42.0,,2.0,,,,,
Damiere Byrd (FA),2021,WR,CHI,11.0,114.9,7.2,38.0,26.0,,1.0,,116.0,39.0,5.0,2.0
Damiere Byrd (FA),2020,WR,NE,16.0,114.9,7.2,77.0,47.0,,1.0,,172.0,77.0,2.0,1.0
Kendrick Bourne (NE),2018,WR,SF,16.0,114.7,7.2,67.0,42.0,,4.0,,147.0,67.0,12.0,4.0
Michael Wilson (ARI),2023,WR,,13.0,114.5,8.8,58.0,38.0,,3.0,,,,,
Emmanuel Sanders (FA),2017,WR,DEN,12.0,114.5,9.5,92.0,47.0,,2.0,,167.0,92.0,10.0,2.0
Noah Brown (WAS),2022,WR,DAL,16.0,114.5,7.2,74.0,43.0,,3.0,,162.0,79.0,14.0,4.0
Adam Thielen (CAR),2019,WR,MIN,10.0,114.4,11.4,48.0,30.0,,6.0,,144.0,64.0,8.0,2.0
William Fuller V (FA),2017,WR,,10.0,113.2,11.3,50.0,28.0,,7.0,,,,,
JuJu Smith-Schuster (KC),2019,WR,PIT,12.0,113.2,9.4,70.0,42.0,,3.0,,222.0,71.0,8.0,1.0
Greg Dortch (ARI),2022,WR,ARI,16.0,113.1,7.1,64.0,52.0,,2.0,,293.0,64.0,9.0,3.0
Khalil Shakir (BUF),2023,WR,BUF,17.0,113.1,6.7,45.0,39.0,,2.0,,335.0,58.0,7.0,1.0
Dorial Green-Beckham (FA),2015,WR,TEN,16.0,112.9,7.1,67.0,32.0,,4.0,,144.0,68.0,10.0,5.0
Steve Johnson (FA),2015,WR,LAC,10.0,112.7,11.3,65.0,45.0,,3.0,,265.0,65.0,10.0,1.0
Olamide Zaccheaus (CHI),2024,WR,WAS,17.0,112.4,6.6,64.0,45.0,,3.0,,320.0,75.0,11.0,2.0
Tutu Atwell (LAR),2023,WR,LA,16.0,112.4,7.0,67.0,39.0,,3.0,,126.0,69.0,7.0,5.0
DeAndre Carter (CLE),2022,WR,LAC,17.0,112.3,6.6,65.0,46.0,,3.0,,211.0,68.0,10.0,3.0
Alec Pierce (IND),2022,WR,IND,16.0,112.3,7.0,78.0,41.0,,2.0,,113.0,78.0,6.0,1.0
Seth Roberts (FA),2015,WR,LV,16.0,112.0,7.0,55.0,32.0,,5.0,,134.0,56.0,11.0,1.0
Seth Roberts (FA),2016,WR,LV,16.0,111.7,7.0,77.0,38.0,,5.0,,198.0,86.0,23.0,6.0
A.J. Green (FA),2020,WR,CIN,16.0,111.3,7.0,104.0,47.0,,2.0,,86.0,104.0,9.0,6.0
A.J. Green (FA),2021,WR,ARI,16.0,111.3,7.0,92.0,54.0,,2.0,,181.0,96.0,18.0,6.0
Marquez Valdes-Scantling (SEA),2018,WR,GB,16.0,111.0,6.9,73.0,38.0,,2.0,,213.0,74.0,9.0,4.0
Brian Hartline (FA),2015,WR,CLE,12.0,110.3,9.2,77.0,46.0,,2.0,,166.0,77.0,13.0,3.0
Olamide Zaccheaus (CHI),2022,WR,ATL,17.0,110.0,6.5,61.0,40.0,,3.0,,193.0,61.0,6.0,1.0
Cecil Shorts (FA),2015,WR,HOU,11.0,109.9,10.0,75.0,42.0,,2.0,,122.0,45.0,6.0,0.0
Chris Hogan (FA),2017,WR,NE,9.0,109.6,12.2,59.0,34.0,,5.0,,209.0,75.0,13.0,6.0
Steven Sims Jr. (SEA),2019,WR,,16.0,109.5,6.8,56.0,34.0,,4.0,,,,,
Josh Doctson (FA),2018,WR,WAS,15.0,109.2,7.3,78.0,44.0,,2.0,,132.0,78.0,8.0,1.0
Anthony Miller (BAL),2020,WR,CHI,16.0,108.7,6.8,76.0,49.0,,2.0,,149.0,79.0,10.0,3.0
Anthony Miller (BAL),2021,WR,,3.0,108.7,6.8,12.0,6.0,,2.0,,10.0,,1.0,1.0
Demarcus Robinson (SF),2020,WR,KC,15.0,107.6,7.2,59.0,45.0,,3.0,,177.0,64.0,8.0,1.0
Demarcus Robinson (SF),2021,WR,KC,15.0,107.6,7.2,41.0,25.0,,3.0,,90.0,50.0,4.0,0.0
Odell Beckham Jr. (FA),2023,WR,,14.0,107.5,7.7,64.0,35.0,,3.0,,,,,
Vincent Jackson (FA),2015,WR,TB,10.0,107.3,10.7,62.0,33.0,,3.0,,103.0,63.0,14.0,4.0
DeMario Douglas (NE),2023,WR,NE,14.0,107.2,7.7,79.0,49.0,,0.0,,336.0,79.0,4.0,2.0
Jerricho Cotchery (FA),2015,WR,CAR,14.0,107.1,7.7,54.0,39.0,,3.0,,222.0,65.0,10.0,1.0
Seth Roberts (FA),2018,WR,LV,15.0,106.9,7.1,64.0,45.0,,2.0,,211.0,64.0,3.0,1.0
Joshua Palmer (BUF),2023,WR,LAC,11.0,106.7,9.7,61.0,38.0,,2.0,,196.0,61.0,9.0,2.0
William Fuller V (FA),2018,WR,,7.0,106.3,15.2,45.0,32.0,,4.0,,,,,
Devin Funchess (FA),2015,WR,CAR,16.0,106.3,6.6,63.0,31.0,,5.0,,119.0,72.0,13.0,5.0
Davante Adams (LAR),2015,WR,GB,13.0,106.3,8.2,94.0,50.0,,1.0,,170.0,100.0,16.0,4.0
Chris Hogan (FA),2018,WR,NE,16.0,106.2,6.6,55.0,35.0,,3.0,,198.0,73.0,10.0,2.0
Michael Gallup (WAS),2022,WR,DAL,14.0,105.4,7.5,74.0,39.0,,4.0,,116.0,83.0,14.0,4.0
Deonte Thompson (FA),2017,WR,BUF,16.0,105.0,6.6,69.0,38.0,,2.0,,106.0,75.0,6.0,0.0
Chase Claypool (FA),2022,WR,PIT,15.0,105.0,7.0,79.0,46.0,,1.0,,149.0,79.0,7.0,2.0
Rondale Moore (MIN),2023,WR,ARI,17.0,105.0,6.2,62.0,40.0,,1.0,,216.0,63.0,7.0,2.0
DeSean Jackson (FA),2015,WR,WAS,9.0,104.8,11.6,49.0,30.0,,4.0,,170.0,54.0,5.0,0.0
Josh Reynolds (NYJ),2022,WR,DET,12.0,103.9,8.7,59.0,38.0,,3.0,,115.0,59.0,13.0,5.0
Demarcus Robinson (SF),2022,WR,BAL,16.0,103.8,6.5,75.0,48.0,,2.0,,165.0,78.0,11.0,1.0
Corey Brown (FA),2015,WR,CAR,14.0,103.5,7.4,54.0,31.0,,4.0,,171.0,73.0,9.0,1.0
DeVante Parker (FA),2022,WR,NE,13.0,102.9,7.9,47.0,31.0,,3.0,,105.0,47.0,4.0,1.0
Allen Lazard (NYJ),2019,WR,GB,16.0,102.8,6.4,52.0,35.0,,3.0,,141.0,56.0,4.0,0.0
Jaron Brown (FA),2017,WR,ARI,16.0,102.7,6.4,69.0,31.0,,4.0,,59.0,56.0,7.0,1.0
Jeremy Maclin (FA),2017,WR,BAL,12.0,102.0,8.5,72.0,40.0,,3.0,,108.0,72.0,4.0,2.0
Noah Brown (WAS),2023,WR,HOU,10.0,101.6,10.2,55.0,33.0,,2.0,,223.0,57.0,9.0,5.0
Auden Tate (FA),2019,WR,CIN,13.0,101.5,7.8,80.0,40.0,,1.0,,134.0,80.0,14.0,4.0
Christian Watson (GB),2023,WR,GB,9.0,101.3,11.3,53.0,28.0,,5.0,,121.0,56.0,14.0,2.0
Demarcus Robinson (SF),2019,WR,KC,16.0,100.9,6.3,55.0,32.0,,4.0,,124.0,61.0,7.0,1.0
Phillip Dorsett II (LV),2019,WR,,14.0,100.8,7.2,54.0,29.0,,5.0,,,,,
Kendrick Bourne (NE),2023,WR,NE,8.0,100.0,12.5,55.0,37.0,,4.0,,203.0,55.0,6.0,2.0
Allen Hurns (FA),2017,WR,JAX,10.0,99.4,9.9,56.0,39.0,,2.0,,206.0,67.0,8.0,2.0
Kalif Raymond (DET),2023,WR,DET,17.0,97.4,5.7,44.0,35.0,,1.0,,214.0,44.0,5.0,0.0
Trent Taylor (SF),2017,WR,SF,15.0,96.0,6.4,60.0,43.0,,2.0,,190.0,61.0,17.0,6.0
Kenny Golladay (FA),2017,WR,DET,11.0,94.6,8.6,48.0,28.0,,3.0,,181.0,49.0,6.0,3.0
