9.0,Justin Herbert (LAC),342.8,22.9,31.0,10.0,"4,336",67%,7.3,0.0118462176158616,396.0,595.0,"2,525",4.2,171.0,51.0,15.0,10.0,8.0,71.0,101.0,2.4,32.0,0.3168316831683168,54.0,91.0,169.0,105.0,23.0,5.0,234,55.0,1.0,15.0,00-0036355,2020,101.0,396.0,84.1%,QB,00-0036355,J.Herbert,,,,,2021.0,00-0036355,J.Herbert,24.0,7.0,2020.0,00-0036355,J.Herbert,21.0,9.0,2022.0,00-0036355,J.Herbert,8.0,3.0,2023.0,00-0036355,J.Herbert,12.0,5.0,2024.0,00-0036355,J.Herbert,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,00-0036355,J.Herbert,24.0,7.0,2020.0,00-0036355,J.Herbert,21.0,9.0,2022.0,00-0036355,J.Herbert,8.0,3.0,2023.0,00-0036355,J.Herbert,12.0,5.0,2024.0,00-0036355,J.Herbert,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Lamar Jackson (BAL),341.7,22.8,26.0,9.0,"2,757",64%,7.3,1.2822476568606624,242.0,376.0,"1,706",4.5,112.0,37.0,17.0,4.0,0.0,58.0,100.0,2.6,29.0,0.5522388059701493,18.0,50.0,104.0,64.0,20.0,7.0,"1,005",159.0,4.0,15.0,00-0034796,2020,67.0,242.0,99.8%,QB,00-0034796,L.Jackson,2018.0,00-0034796,L.Jackson,0.0,2021.0,00-0034796,L.Jackson,17.0,8.0,2020.0,00-0034796,L.Jackson,36.0,3.0,2022.0,00-0034796,L.Jackson,19.0,4.0,2023.0,00-0034796,L.Jackson,35.0,5.0,2024.0,00-0034796,L.Jackson,22.0,2.0,2018.0,00-0034796,L.Jackson,40.0,5.0,2019.0,00-0034796,L.Jackson,31.0,9.0,,,,,,,,,,,,,,,,2018.0,00-0034796,L.Jackson,0.0,2021.0,00-0034796,L.Jackson,17.0,8.0,2020.0,00-0034796,L.Jackson,36.0,3.0,2022.0,00-0034796,L.Jackson,19.0,4.0,2023.0,00-0034796,L.Jackson,35.0,5.0,2024.0,00-0034796,L.Jackson,22.0,2.0,2018.0,00-0034796,L.Jackson,40.0,5.0,2019.0,00-0034796,L.Jackson,31.0,9.0,,,,,,,,,,,,,,,
11.0,Kirk Cousins (ATL),319.2,20.0,35.0,13.0,"4,265",68%,8.3,4.584536340433296,349.0,516.0,"2,494",4.8,174.0,58.0,20.0,7.0,4.0,62.0,107.0,2.6,39.0,0.3362068965517241,65.0,55.0,181.0,67.0,18.0,1.0,156,32.0,5.0,16.0,00-0029604,2020,116.0,349.0,0.6%,QB,00-0029604,K.Cousins,2018.0,00-0029604,K.Cousins,6.0,2021.0,00-0029604,K.Cousins,5.0,1.0,2020.0,00-0029604,K.Cousins,10.0,3.0,2022.0,00-0029604,K.Cousins,8.0,4.0,2023.0,00-0029604,K.Cousins,4.0,2.0,2024.0,00-0029604,K.Cousins,3.0,0.0,2018.0,00-0029604,K.Cousins,6.0,1.0,2019.0,00-0029604,K.Cousins,4.0,4.0,2015.0,00-0029604,K.Cousins,8.0,4.0,2017.0,00-0029604,K.Cousins,10.0,4.0,2016.0,00-0029604,K.Cousins,8.0,4.0,2018.0,00-0029604,K.Cousins,6.0,2021.0,00-0029604,K.Cousins,5.0,1.0,2020.0,00-0029604,K.Cousins,10.0,3.0,2022.0,00-0029604,K.Cousins,8.0,4.0,2023.0,00-0029604,K.Cousins,4.0,2.0,2024.0,00-0029604,K.Cousins,3.0,0.0,2018.0,00-0029604,K.Cousins,6.0,1.0,2019.0,00-0029604,K.Cousins,4.0,4.0,2015.0,00-0029604,K.Cousins,8.0,4.0,2017.0,00-0029604,K.Cousins,10.0,4.0,2016.0,00-0029604,K.Cousins,8.0,4.0
12.0,Matt Ryan (FA),293.3,18.3,26.0,11.0,"4,581",65%,7.3,1.232825204804174,407.0,626.0,"3,036",4.8,191.0,58.0,16.0,8.0,3.0,80.0,92.0,2.6,41.0,0.3693693693693693,66.0,56.0,204.0,89.0,32.0,2.0,92,29.0,3.0,16.0,00-0026143,2020,111.0,407.0,0.1%,QB,00-0026143,M.Ryan,2018.0,00-0026143,M.Ryan,4.0,2021.0,00-0026143,M.Ryan,12.0,5.0,2020.0,00-0026143,M.Ryan,7.0,2.0,2022.0,00-0026143,M.Ryan,4.0,2.0,,,,,,,,,,,2018.0,00-0026143,M.Ryan,9.0,3.0,2019.0,00-0026143,M.Ryan,5.0,2.0,2015.0,00-0026143,M.Ryan,5.0,1.0,2017.0,00-0026143,M.Ryan,6.0,2.0,2016.0,00-0026143,M.Ryan,14.0,7.0,2018.0,00-0026143,M.Ryan,4.0,2021.0,00-0026143,M.Ryan,12.0,5.0,2020.0,00-0026143,M.Ryan,7.0,2.0,2022.0,00-0026143,M.Ryan,4.0,2.0,,,,,,,,,,,2018.0,00-0026143,M.Ryan,9.0,3.0,2019.0,00-0026143,M.Ryan,5.0,2.0,2015.0,00-0026143,M.Ryan,5.0,1.0,2017.0,00-0026143,M.Ryan,6.0,2.0,2016.0,00-0026143,M.Ryan,14.0,7.0
13.0,Derek Carr (FA),281.0,17.6,27.0,9.0,"4,103",67%,7.9,2.572800977773925,348.0,517.0,"2,326",4.5,154.0,54.0,21.0,12.0,5.0,78.0,101.0,2.6,26.0,0.4814814814814814,27.0,57.0,173.0,79.0,20.0,3.0,140,39.0,8.0,16.0,00-0031280,2020,54.0,348.0,0.8%,QB,00-0031280,D.Carr,2018.0,00-0031280,D.Carr,-2.0,2021.0,00-0031280,D.Carr,8.0,2.0,2020.0,00-0031280,D.Carr,11.0,5.0,2022.0,00-0031280,D.Carr,5.0,0.0,2023.0,00-0031280,D.Carr,7.0,0.0,2024.0,00-0031280,D.Carr,4.0,3.0,2018.0,00-0031280,D.Carr,5.0,2.0,2019.0,00-0031280,D.Carr,4.0,3.0,2015.0,00-0031280,D.Carr,4.0,0.0,2017.0,00-0031280,D.Carr,1.0,0.0,2016.0,00-0031280,D.Carr,6.0,0.0,2018.0,00-0031280,D.Carr,-2.0,2021.0,00-0031280,D.Carr,8.0,2.0,2020.0,00-0031280,D.Carr,11.0,5.0,2022.0,00-0031280,D.Carr,5.0,0.0,2023.0,00-0031280,D.Carr,7.0,0.0,2024.0,00-0031280,D.Carr,4.0,3.0,2018.0,00-0031280,D.Carr,5.0,2.0,2019.0,00-0031280,D.Carr,4.0,3.0,2015.0,00-0031280,D.Carr,4.0,0.0,2017.0,00-0031280,D.Carr,1.0,0.0,2016.0,00-0031280,D.Carr,6.0,0.0
14.0,Ben Roethlisberger (FA),277.2,18.5,33.0,10.0,"3,803",66%,6.3,-0.527425154557215,399.0,608.0,"2,077",3.4,141.0,43.0,14.0,4.0,2.0,73.0,95.0,2.1,13.0,0.1911764705882352,45.0,43.0,175.0,91.0,39.0,0.0,11,25.0,1.0,15.0,00-0022924,2020,68.0,399.0,0.2%,QB,00-0022924,B.Roethlisberger,2018.0,00-0022924,B.Roethlisberger,-1.0,2021.0,00-0022924,B.Roethlisberger,5.0,2.0,2020.0,00-0022924,B.Roethlisberger,6.0,3.0,,,,,,,,,,,,,,,,2018.0,00-0022924,B.Roethlisberger,5.0,3.0,2019.0,00-0022924,B.Roethlisberger,1.0,0.0,2015.0,00-0022924,B.Roethlisberger,4.0,2.0,2017.0,00-0022924,B.Roethlisberger,5.0,0.0,2016.0,00-0022924,B.Roethlisberger,5.0,2.0,2018.0,00-0022924,B.Roethlisberger,-1.0,2021.0,00-0022924,B.Roethlisberger,5.0,2.0,2020.0,00-0022924,B.Roethlisberger,6.0,3.0,,,,,,,,,,,,,,,,2018.0,00-0022924,B.Roethlisberger,5.0,3.0,2019.0,00-0022924,B.Roethlisberger,1.0,0.0,2015.0,00-0022924,B.Roethlisberger,4.0,2.0,2017.0,00-0022924,B.Roethlisberger,5.0,0.0,2016.0,00-0022924,B.Roethlisberger,5.0,2.0
15.0,Cam Newton (FA),271.3,18.1,8.0,10.0,"2,657",66%,7.2,-1.0236097683369283,242.0,368.0,"1,611",4.4,116.0,31.0,12.0,3.0,1.0,36.0,80.0,2.7,31.0,0.5081967213114754,30.0,47.0,178.0,72.0,14.0,12.0,592,137.0,1.0,15.0,00-0027939,2020,61.0,242.0,0.2%,QB,00-0027939,C.Newton,,,,,2021.0,00-0027939,C.Newton,10.0,5.0,2020.0,00-0027939,C.Newton,45.0,24.0,,,,,,,,,,,,,,,,2018.0,00-0027939,C.Newton,16.0,5.0,,,,,,2015.0,00-0027939,C.Newton,33.0,13.0,2017.0,00-0027939,C.Newton,29.0,6.0,2016.0,00-0027939,C.Newton,20.0,9.0,,,,,2021.0,00-0027939,C.Newton,10.0,5.0,2020.0,00-0027939,C.Newton,45.0,24.0,,,,,,,,,,,,,,,,2018.0,00-0027939,C.Newton,16.0,5.0,,,,,,2015.0,00-0027939,C.Newton,33.0,13.0,2017.0,00-0027939,C.Newton,29.0,6.0,2016.0,00-0027939,C.Newton,20.0,9.0
16.0,Matthew Stafford (LAR),270.5,16.9,26.0,10.0,"4,084",64%,7.7,-1.0241450924499338,339.0,528.0,"2,548",4.8,172.0,54.0,18.0,8.0,4.0,66.0,96.0,2.5,38.0,0.4935064935064935,37.0,47.0,179.0,94.0,33.0,0.0,112,29.0,1.0,16.0,00-0026498,2020,77.0,339.0,17.7%,QB,00-0026498,M.Stafford,,,,,2021.0,00-0026498,M.Stafford,15.0,5.0,2020.0,00-0026498,M.Stafford,8.0,0.0,2022.0,00-0026498,M.Stafford,1.0,1.0,2023.0,00-0026498,M.Stafford,4.0,2.0,2024.0,00-0026498,M.Stafford,10.0,1.0,2018.0,00-0026498,M.Stafford,3.0,0.0,2019.0,00-0026498,M.Stafford,2.0,0.0,2015.0,00-0026498,M.Stafford,7.0,3.0,2017.0,00-0026498,M.Stafford,4.0,2.0,2016.0,00-0026498,M.Stafford,7.0,2.0,,,,,2021.0,00-0026498,M.Stafford,15.0,5.0,2020.0,00-0026498,M.Stafford,8.0,0.0,2022.0,00-0026498,M.Stafford,1.0,1.0,2023.0,00-0026498,M.Stafford,4.0,2.0,2024.0,00-0026498,M.Stafford,10.0,1.0,2018.0,00-0026498,M.Stafford,3.0,0.0,2019.0,00-0026498,M.Stafford,2.0,0.0,2015.0,00-0026498,M.Stafford,7.0,3.0,2017.0,00-0026498,M.Stafford,4.0,2.0,2016.0,00-0026498,M.Stafford,7.0,2.0
17.0,Baker Mayfield (TB),256.8,16.1,26.0,8.0,"3,563",63%,7.3,1.99452680097661,305.0,486.0,"2,344",4.8,160.0,43.0,13.0,5.0,1.0,71.0,95.0,2.7,26.0,0.5,26.0,49.0,179.0,85.0,21.0,1.0,165,54.0,4.0,16.0,00-0034855,2020,54.0,305.0,93.6%,QB,00-0034855,B.Mayfield,2018.0,00-0034855,B.Mayfield,0.0,2021.0,00-0034855,B.Mayfield,4.0,1.0,2020.0,00-0034855,B.Mayfield,12.0,3.0,2022.0,00-0034855,B.Mayfield,7.0,0.0,2023.0,00-0034855,B.Mayfield,17.0,3.0,2024.0,00-0034855,B.Mayfield,10.0,2.0,2018.0,00-0034855,B.Mayfield,8.0,5.0,2019.0,00-0034855,B.Mayfield,7.0,2.0,,,,,,,,,,,,,,,,2018.0,00-0034855,B.Mayfield,0.0,2021.0,00-0034855,B.Mayfield,4.0,1.0,2020.0,00-0034855,B.Mayfield,12.0,3.0,2022.0,00-0034855,B.Mayfield,7.0,0.0,2023.0,00-0034855,B.Mayfield,17.0,3.0,2024.0,00-0034855,B.Mayfield,10.0,2.0,2018.0,00-0034855,B.Mayfield,8.0,5.0,2019.0,00-0034855,B.Mayfield,7.0,2.0,,,,,,,,,,,,,,,
18.0,Jared Goff (DET),253.0,16.9,20.0,13.0,"3,952",67%,7.2,0.909711030329883,370.0,552.0,"2,028",3.7,152.0,47.0,20.0,6.0,2.0,53.0,92.0,2.5,23.0,0.3333333333333333,52.0,42.0,185.0,85.0,26.0,4.0,99,51.0,4.0,15.0,00-0033106,2020,87.0,370.0,59.5%,QB,00-0033106,J.Goff,,,,,2021.0,00-0033106,J.Goff,3.0,1.0,2020.0,00-0033106,J.Goff,7.0,5.0,2022.0,00-0033106,J.Goff,6.0,1.0,2023.0,00-0033106,J.Goff,12.0,2.0,2024.0,00-0033106,J.Goff,11.0,2.0,2018.0,00-0033106,J.Goff,10.0,5.0,2019.0,00-0033106,J.Goff,11.0,6.0,,,,,,2017.0,00-0033106,J.Goff,8.0,1.0,2016.0,00-0033106,J.Goff,1.0,1.0,,,,,2021.0,00-0033106,J.Goff,3.0,1.0,2020.0,00-0033106,J.Goff,7.0,5.0,2022.0,00-0033106,J.Goff,6.0,1.0,2023.0,00-0033106,J.Goff,12.0,2.0,2024.0,00-0033106,J.Goff,11.0,2.0,2018.0,00-0033106,J.Goff,10.0,5.0,2019.0,00-0033106,J.Goff,11.0,6.0,,,,,,2017.0,00-0033106,J.Goff,8.0,1.0,2016.0,00-0033106,J.Goff,1.0,1.0
19.0,Teddy Bridgewater (FA),252.1,16.8,15.0,11.0,"3,733",69%,7.6,4.0386474081702275,340.0,492.0,"2,080",4.2,149.0,49.0,19.0,8.0,3.0,53.0,91.0,2.4,31.0,0.4492753623188406,34.0,42.0,155.0,62.0,21.0,5.0,279,53.0,3.0,15.0,00-0031237,2020,69.0,340.0,0.0%,QB,00-0031237,T.Bridgewater,,,,,2021.0,00-0031237,T.Bridgewater,11.0,3.0,2020.0,00-0031237,T.Bridgewater,19.0,4.0,2022.0,00-0031237,T.Bridgewater,1.0,0.0,,,,,,,,,,,2018.0,00-0031237,T.Bridgewater,4.0,0.0,2019.0,00-0031237,T.Bridgewater,10.0,2.0,2015.0,00-0031237,T.Bridgewater,11.0,2.0,,,,,,,,,,,,,,,2021.0,00-0031237,T.Bridgewater,11.0,3.0,2020.0,00-0031237,T.Bridgewater,19.0,4.0,2022.0,00-0031237,T.Bridgewater,1.0,0.0,,,,,,,,,,,2018.0,00-0031237,T.Bridgewater,4.0,0.0,2019.0,00-0031237,T.Bridgewater,10.0,2.0,2015.0,00-0031237,T.Bridgewater,11.0,2.0,,,,,,,,,,
20.0,Philip Rivers (FA),251.0,15.7,24.0,11.0,"4,169",68%,7.7,0.3264651016185212,369.0,543.0,"2,292",4.2,185.0,56.0,15.0,8.0,2.0,73.0,98.0,2.4,19.0,0.3275862068965517,33.0,38.0,124.0,84.0,17.0,0.0,-8,18.0,1.0,16.0,,2020,58.0,369.0,0.1%,QB,00-0022942,P.Rivers,,,,,,,,,,2020.0,00-0022942,P.Rivers,3.0,0.0,,,,,,,,,,,,,,,,2018.0,00-0022942,P.Rivers,9.0,4.0,2019.0,00-0022942,P.Rivers,1.0,0.0,2015.0,00-0022942,P.Rivers,2.0,0.0,2017.0,00-0022942,P.Rivers,7.0,4.0,2016.0,00-0022942,P.Rivers,3.0,1.0,,,,,,,,,,2020.0,00-0022942,P.Rivers,3.0,0.0,,,,,,,,,,,,,,,,2018.0,00-0022942,P.Rivers,9.0,4.0,2019.0,00-0022942,P.Rivers,1.0,0.0,2015.0,00-0022942,P.Rivers,2.0,0.0,2017.0,00-0022942,P.Rivers,7.0,4.0,2016.0,00-0022942,P.Rivers,3.0,1.0
21.0,Drew Brees (FA),215.4,18.0,24.0,6.0,"2,942",71%,7.5,0.4273537869973695,275.0,390.0,"1,677",4.3,116.0,31.0,10.0,8.0,2.0,62.0,106.0,2.4,13.0,0.2407407407407407,32.0,15.0,92.0,50.0,21.0,2.0,-2,18.0,2.0,12.0,,2020,54.0,275.0,0.3%,QB,00-0020531,D.Brees,2018.0,00-0020531,D.Brees,3.0,,,,,,2020.0,00-0020531,D.Brees,4.0,3.0,,,,,,,,,,,,,,,,2018.0,00-0020531,D.Brees,6.0,4.0,2019.0,00-0020531,D.Brees,1.0,1.0,2015.0,00-0020531,D.Brees,4.0,1.0,2017.0,00-0020531,D.Brees,7.0,2.0,2016.0,00-0020531,D.Brees,9.0,2.0,2018.0,00-0020531,D.Brees,3.0,,,,,,2020.0,00-0020531,D.Brees,4.0,3.0,,,,,,,,,,,,,,,,2018.0,00-0020531,D.Brees,6.0,4.0,2019.0,00-0020531,D.Brees,1.0,1.0,2015.0,00-0020531,D.Brees,4.0,1.0,2017.0,00-0020531,D.Brees,7.0,2.0,2016.0,00-0020531,D.Brees,9.0,2.0
22.0,Carson Wentz (FA),213.4,17.8,16.0,15.0,"2,620",57%,6.0,-3.4937724899902656,251.0,437.0,"1,765",4.0,103.0,27.0,14.0,6.0,3.0,51.0,72.0,2.7,50.0,0.4385964912280701,56.0,38.0,167.0,91.0,23.0,5.0,276,52.0,4.0,12.0,00-0032950,2020,114.0,251.0,0.0%,QB,00-0032950,C.Wentz,2018.0,00-0032950,C.Wentz,9.0,2021.0,00-0032950,C.Wentz,10.0,6.0,2020.0,00-0032950,C.Wentz,14.0,5.0,2022.0,00-0032950,C.Wentz,5.0,2.0,2023.0,00-0032950,C.Wentz,3.0,0.0,2024.0,00-0032950,C.Wentz,2.0,0.0,2018.0,00-0032950,C.Wentz,5.0,3.0,2019.0,00-0032950,C.Wentz,15.0,6.0,,,,,,2017.0,00-0032950,C.Wentz,8.0,2.0,2016.0,00-0032950,C.Wentz,9.0,4.0,2018.0,00-0032950,C.Wentz,9.0,2021.0,00-0032950,C.Wentz,10.0,6.0,2020.0,00-0032950,C.Wentz,14.0,5.0,2022.0,00-0032950,C.Wentz,5.0,2.0,2023.0,00-0032950,C.Wentz,3.0,0.0,2024.0,00-0032950,C.Wentz,2.0,0.0,2018.0,00-0032950,C.Wentz,5.0,3.0,2019.0,00-0032950,C.Wentz,15.0,6.0,,,,,,2017.0,00-0032950,C.Wentz,8.0,2.0,2016.0,00-0032950,C.Wentz,9.0,4.0
23.0,Drew Lock (SEA),196.4,15.1,16.0,15.0,"2,933",57%,6.6,-5.543332781310376,254.0,443.0,"1,671",3.8,113.0,38.0,16.0,8.0,2.0,50.0,74.0,2.6,19.0,0.2923076923076923,37.0,55.0,148.0,98.0,25.0,3.0,160,44.0,3.0,13.0,00-0035704,2020,65.0,254.0,0.1%,QB,00-0035704,D.Lock,,,,,2021.0,00-0035704,D.Lock,3.0,2.0,2020.0,00-0035704,D.Lock,9.0,4.0,,,,,,,,,,,2024.0,00-0035704,D.Lock,2.0,1.0,,,,,,2019.0,00-0035704,D.Lock,2.0,0.0,,,,,,,,,,,,,,,,,,,,2021.0,00-0035704,D.Lock,3.0,2.0,2020.0,00-0035704,D.Lock,9.0,4.0,,,,,,,,,,,2024.0,00-0035704,D.Lock,2.0,1.0,,,,,,2019.0,00-0035704,D.Lock,2.0,0.0,,,,,,,,,,,,,,,
24.0,Daniel Jones (IND),190.2,13.6,11.0,10.0,"2,943",63%,6.6,-2.243342771436325,280.0,448.0,"1,952",4.4,129.0,31.0,13.0,5.0,2.0,59.0,81.0,2.5,45.0,0.4455445544554455,53.0,56.0,200.0,76.0,23.0,1.0,423,65.0,6.0,14.0,00-0035710,2020,101.0,280.0,0.7%,QB,00-0035710,D.Jones,,,,,2021.0,00-0035710,D.Jones,15.0,5.0,2020.0,00-0035710,D.Jones,4.0,0.0,2022.0,00-0035710,D.Jones,28.0,9.0,2023.0,00-0035710,D.Jones,8.0,0.0,2024.0,00-0035710,D.Jones,15.0,7.0,,,,,,2019.0,00-0035710,D.Jones,5.0,1.0,,,,,,,,,,,2016.0,00-0028994,D.Jones,1.0,1.0,,,,,2021.0,00-0035710,D.Jones,15.0,5.0,2020.0,00-0035710,D.Jones,4.0,0.0,2022.0,00-0035710,D.Jones,28.0,9.0,2023.0,00-0035710,D.Jones,8.0,0.0,2024.0,00-0035710,D.Jones,15.0,7.0,,,,,,2019.0,00-0035710,D.Jones,5.0,1.0,,,,,,,,,,,2016.0,00-0028994,D.Jones,1.0,1.0
25.0,Joe Burrow (CIN),178.6,17.9,13.0,5.0,"2,688",65%,6.7,2.100735074099223,264.0,404.0,"1,687",4.2,120.0,23.0,4.0,3.0,2.0,54.0,89.0,2.4,32.0,0.4102564102564102,43.0,29.0,138.0,58.0,19.0,3.0,142,37.0,4.0,10.0,00-0036442,2020,78.0,264.0,99.6%,QB,00-0036442,J.Burrow,,,,,2021.0,00-0036442,J.Burrow,10.0,4.0,2020.0,00-0036442,J.Burrow,10.0,6.0,2022.0,00-0036442,J.Burrow,24.0,11.0,2023.0,00-0036442,J.Burrow,2.0,0.0,2024.0,00-0036442,J.Burrow,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,00-0036442,J.Burrow,10.0,4.0,2020.0,00-0036442,J.Burrow,10.0,6.0,2022.0,00-0036442,J.Burrow,24.0,11.0,2023.0,00-0036442,J.Burrow,2.0,0.0,2024.0,00-0036442,J.Burrow,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
