Rank,Player,Fantasy Points,Fantasy Points/Game,Fumbles Lost,Games Played (Advanced),Position,player_id,Year,Yards/Attempt (Basic),Rushing TD (Basic),Yards/Reception (Basic),Receiving TD (Basic),Rostered %,Rushing Attempts (Advanced),Rushing Yards (Advanced),Yards Before Contact,Yards Before Contact/Attempt,Yards After Contact,Yards After Contact/Attempt,Broken Tackles,Tackles for Loss,Tackles for Loss Yards,Longest TD Run,Runs 10+ Yards,Runs 20+ Yards (Advanced),Runs 30+ Yards,Runs 40+ Yards,Runs 50+ Yards,Receptions (Advanced),Targets (Advanced),Red Zone Targets,Yards After Contact (Advanced),yac,redzone_touches,goal_line_touches,relevent_snaps_played
Overall fantasy ranking for the player,Player name,Total fantasy points scored,Average fantasy points per game,Number of fumbles lost,Games played (advanced tracking),Player position,Unique player identifier,Season year,Yards per rushing attempt (basic),Rushing touchdowns (basic),Yards per reception (basic),Receiving touchdowns (basic),Rostered percentage,Rushing attempts (advanced),Rushing yards (advanced),Yards before contact,Yards before contact per attempt,Yards after contact,Yards after contact per attempt,Broken tackles,Tackles for loss,Tackles for loss yards,Longest touchdown run,Runs of 10+ yards,Runs of 20+ yards (advanced),Runs of 30+ yards,Runs of 40+ yards,Runs of 50+ yards,Receptions (advanced),Targets (advanced),Red zone targets,Yards after contact (advanced),Yards after catch (YAC),Red zone touches,Goal line touches,0.0
1.0,Christian McCaffrey (SF),391.3,24.5,2.0,16.0,RB,00-0033280,2023,5.4,14.0,8.4,7.0,99.8%,272.0,"1,459",852.0,3.1,607.0,2.2,15.0,25.0,-54.0,65.0,44.0,9.0,4.0,3.0,3.0,67.0,83.0,16.0,74.0,603.0,92.0,26.0,355.0
2.0,Breece Hall (NYJ),290.5,17.1,0.0,17.0,RB,,2023,4.5,5.0,7.8,4.0,96.5%,223.0,994,500.0,2.2,494.0,2.2,19.0,31.0,-72.0,72.0,20.0,7.0,5.0,4.0,3.0,76.0,95.0,5.0,209.0,,,,318.0
4.0,Rachaad White (TB),267.9,15.8,2.0,17.0,RB,00-0037256,2023,3.6,6.0,8.6,3.0,74.8%,272.0,990,594.0,2.2,396.0,1.5,9.0,17.0,-40.0,4.0,21.0,3.0,2.0,0.0,0.0,64.0,70.0,8.0,119.0,659.0,49.0,11.0,342.0
5.0,Raheem Mostert (LV),267.7,17.8,1.0,15.0,RB,00-0031687,2023,4.8,18.0,7.0,3.0,2.9%,209.0,"1,012",547.0,2.6,465.0,2.2,16.0,22.0,-59.0,43.0,30.0,7.0,3.0,2.0,0.0,25.0,32.0,6.0,61.0,216.0,53.0,22.0,241.0
6.0,Joe Mixon (HOU),267.0,15.7,0.0,17.0,RB,00-0033897,2023,4.0,9.0,7.2,3.0,97.1%,257.0,"1,034",671.0,2.6,363.0,1.4,10.0,22.0,-47.0,14.0,27.0,3.0,1.0,1.0,0.0,52.0,64.0,13.0,133.0,463.0,74.0,25.0,321.0
7.0,Kyren Williams (LAR),255.0,21.3,2.0,12.0,RB,00-0037840,2023,5.0,12.0,6.4,3.0,99.0%,228.0,"1,144",685.0,3.0,459.0,2.0,23.0,15.0,-23.0,28.0,26.0,7.0,2.0,1.0,1.0,32.0,48.0,12.0,47.0,283.0,71.0,21.0,276.0
8.0,Derrick Henry (BAL),246.7,14.5,0.0,17.0,RB,00-0032764,2023,4.2,12.0,7.6,0.0,99.8%,280.0,"1,167",566.0,2.0,601.0,2.1,23.0,27.0,-62.0,29.0,23.0,5.0,2.0,2.0,2.0,28.0,36.0,2.0,57.0,275.0,39.0,16.0,316.0
9.0,Bijan Robinson (ATL),246.3,14.5,3.0,17.0,RB,00-0037746,2023,4.6,4.0,8.4,4.0,99.9%,214.0,976,568.0,2.7,408.0,1.9,15.0,22.0,-49.0,13.0,30.0,7.0,2.0,0.0,0.0,58.0,86.0,10.0,100.0,410.0,33.0,10.0,300.0
10.0,Jahmyr Gibbs (DET),242.1,16.1,1.0,15.0,RB,00-0039139,2023,5.2,10.0,6.1,1.0,99.9%,182.0,945,487.0,2.7,458.0,2.5,21.0,17.0,-39.0,27.0,27.0,10.0,4.0,0.0,0.0,52.0,71.0,7.0,73.0,427.0,56.0,13.0,253.0
11.0,Alvin Kamara (NO),233.0,17.9,0.0,13.0,RB,00-0033906,2023,3.9,5.0,6.2,1.0,97.2%,180.0,694,407.0,2.3,287.0,1.6,7.0,15.0,-25.0,16.0,15.0,0.0,0.0,0.0,0.0,75.0,86.0,8.0,138.0,501.0,49.0,15.0,266.0
12.0,James Cook (BUF),232.7,13.7,2.0,17.0,RB,00-0037248,2023,4.7,2.0,10.1,4.0,99.0%,237.0,"1,122",640.0,2.7,482.0,2.0,8.0,22.0,-58.0,24.0,33.0,6.0,3.0,1.0,0.0,44.0,54.0,6.0,103.0,444.0,46.0,7.0,291.0
13.0,Saquon Barkley (PHI),223.2,15.9,2.0,14.0,RB,00-0034844,2023,3.9,6.0,6.8,4.0,99.9%,247.0,962,480.0,1.9,482.0,2.0,12.0,38.0,-80.0,7.0,26.0,7.0,5.0,0.0,0.0,41.0,60.0,5.0,38.0,226.0,49.0,11.0,307.0
14.0,Tony Pollard (TEN),222.6,13.1,1.0,17.0,RB,00-0035261,2023,4.0,6.0,5.7,0.0,87.2%,252.0,"1,005",498.0,2.0,512.0,2.0,19.0,28.0,-70.0,21.0,21.0,6.0,1.0,0.0,0.0,55.0,67.0,12.0,92.0,354.0,78.0,19.0,319.0
15.0,Isiah Pacheco (KC),213.9,15.3,1.0,14.0,RB,00-0037197,2023,4.6,7.0,5.5,2.0,88.9%,205.0,935,550.0,2.7,385.0,1.9,15.0,14.0,-32.0,48.0,20.0,6.0,4.0,1.0,0.0,44.0,49.0,8.0,42.0,434.0,74.0,17.0,254.0
16.0,Jerome Ford (CLE),211.2,12.4,1.0,17.0,RB,00-0037267,2023,4.0,4.0,7.3,5.0,44.4%,204.0,813,446.0,2.2,367.0,1.8,26.0,34.0,-91.0,69.0,23.0,5.0,2.0,2.0,2.0,44.0,63.0,6.0,88.0,329.0,24.0,7.0,267.0
17.0,David Montgomery (DET),207.2,14.8,1.0,14.0,RB,00-0035045,2023,4.6,13.0,7.3,0.0,93.9%,219.0,"1,015",511.0,2.3,504.0,2.3,17.0,15.0,-30.0,75.0,22.0,4.0,2.0,2.0,1.0,16.0,24.0,0.0,30.0,28.0,2.0,1.0,243.0
18.0,James Conner (ARI),201.5,15.5,0.0,13.0,RB,00-0033553,2023,5.0,7.0,6.1,2.0,95.0%,208.0,"1,040",581.0,2.8,459.0,2.2,27.0,21.0,-28.0,29.0,31.0,11.0,2.0,1.0,0.0,27.0,33.0,5.0,79.0,221.0,44.0,17.0,241.0
20.0,D'Andre Swift (CHI),199.3,12.5,1.0,16.0,RB,00-0036275,2023,4.6,5.0,5.5,1.0,90.8%,229.0,"1,049",642.0,2.8,407.0,1.8,21.0,23.0,-54.0,7.0,22.0,6.0,3.0,1.0,0.0,39.0,49.0,4.0,71.0,293.0,43.0,14.0,278.0
22.0,Jaylen Warren (PIT),196.4,11.6,2.0,17.0,RB,00-0037228,2023,5.3,4.0,6.1,0.0,83.0%,149.0,784,427.0,2.9,357.0,2.4,27.0,16.0,-45.0,74.0,24.0,6.0,1.0,1.0,1.0,61.0,74.0,5.0,97.0,503.0,26.0,5.0,223.0
23.0,Najee Harris (LAC),195.5,11.5,1.0,17.0,RB,00-0036893,2023,4.1,8.0,5.9,0.0,66.8%,255.0,"1,035",415.0,1.6,620.0,2.4,30.0,29.0,-66.0,10.0,24.0,8.0,0.0,0.0,0.0,29.0,38.0,3.0,49.0,185.0,51.0,14.0,293.0
24.0,De'Von Achane (MIA),190.7,17.3,1.0,11.0,RB,00-0039040,2023,7.8,8.0,7.3,3.0,99.7%,103.0,800,484.0,4.7,316.0,3.1,13.0,10.0,-27.0,76.0,22.0,8.0,5.0,5.0,3.0,27.0,37.0,6.0,83.0,288.0,29.0,7.0,140.0
25.0,Gus Edwards (FA),187.0,11.0,2.0,17.0,RB,00-0034184,2023,4.1,13.0,15.0,0.0,0.1%,198.0,810,447.0,2.3,363.0,1.8,12.0,13.0,-25.0,7.0,15.0,6.0,1.0,1.0,0.0,12.0,13.0,0.0,18.0,160.0,42.0,25.0,211.0
26.0,Austin Ekeler (WAS),185.4,13.2,4.0,14.0,RB,00-0033699,2023,3.5,5.0,8.5,1.0,79.1%,179.0,628,328.0,1.8,300.0,1.7,9.0,16.0,-40.0,3.0,7.0,3.0,2.0,1.0,1.0,51.0,74.0,9.0,140.0,521.0,39.0,18.0,253.0
27.0,Chuba Hubbard (CAR),182.5,10.7,0.0,17.0,RB,00-0036555,2023,3.8,5.0,6.0,0.0,95.4%,238.0,902,467.0,2.0,435.0,1.8,17.0,23.0,-46.0,6.0,21.0,4.0,0.0,0.0,0.0,39.0,44.0,1.0,66.0,269.0,37.0,11.0,282.0
28.0,Josh Jacobs (GB),181.1,13.9,1.0,13.0,RB,00-0035700,2023,3.5,6.0,8.0,0.0,99.7%,233.0,805,451.0,1.9,354.0,1.5,10.0,26.0,-56.0,63.0,9.0,3.0,2.0,2.0,1.0,37.0,54.0,6.0,84.0,293.0,45.0,11.0,287.0
29.0,Javonte Williams (DAL),179.2,11.2,1.0,16.0,RB,00-0033948,2023,3.6,3.0,4.9,2.0,84.2%,217.0,774,402.0,1.9,372.0,1.7,11.0,25.0,-55.0,3.0,21.0,2.0,0.0,0.0,0.0,47.0,58.0,3.0,59.0,0.0,15.0,2.0,275.0
30.0,Ezekiel Elliott (FA),174.5,10.3,1.0,17.0,RB,00-0033045,2023,3.5,3.0,6.1,2.0,0.1%,184.0,642,350.0,1.9,292.0,1.6,5.0,17.0,-29.0,6.0,8.0,0.0,0.0,0.0,0.0,51.0,65.0,4.0,109.0,374.0,27.0,5.0,249.0
31.0,Zack Moss (FA),169.6,12.1,0.0,14.0,RB,00-0036251,2023,4.3,5.0,7.1,2.0,1.6%,183.0,794,449.0,2.5,345.0,1.9,4.0,14.0,-25.0,56.0,19.0,6.0,2.0,2.0,1.0,27.0,37.0,5.0,60.0,189.0,49.0,13.0,220.0
32.0,Devin Singletary (NYG),167.3,9.8,0.0,17.0,RB,00-0035250,2023,4.2,4.0,6.4,0.0,1.0%,216.0,898,550.0,2.5,348.0,1.6,10.0,19.0,-40.0,11.0,23.0,3.0,0.0,0.0,0.0,30.0,38.0,4.0,39.0,265.0,39.0,9.0,254.0
33.0,Jonathan Taylor (IND),156.4,15.6,0.0,10.0,RB,00-0036223,2023,4.4,7.0,8.1,1.0,99.7%,169.0,741,287.0,1.7,454.0,2.7,14.0,14.0,-24.0,49.0,23.0,4.0,2.0,2.0,0.0,19.0,23.0,4.0,29.0,174.0,38.0,12.0,192.0
34.0,Tyjae Spears (TEN),153.8,9.0,0.0,17.0,RB,00-0039032,2023,4.5,2.0,7.4,1.0,70.6%,100.0,453,237.0,2.4,216.0,2.2,5.0,12.0,-28.0,19.0,13.0,3.0,0.0,0.0,0.0,52.0,70.0,6.0,127.0,460.0,17.0,4.0,170.0
35.0,Rhamondre Stevenson (NE),145.7,12.1,1.0,12.0,RB,00-0036875,2023,4.0,4.0,6.3,0.0,83.7%,156.0,619,296.0,1.9,323.0,2.1,11.0,12.0,-26.0,64.0,10.0,1.0,1.0,1.0,1.0,38.0,51.0,4.0,65.0,261.0,23.0,3.0,207.0
36.0,Tyler Allgeier (ATL),137.6,8.1,0.0,17.0,RB,00-0037263,2023,3.7,4.0,10.7,1.0,34.8%,186.0,683,320.0,1.7,363.0,2.0,15.0,17.0,-38.0,31.0,13.0,2.0,1.0,0.0,0.0,18.0,23.0,2.0,35.0,217.0,40.0,8.0,209.0
38.0,Alexander Mattison (MIA),133.2,8.3,2.0,16.0,RB,00-0034972,2023,3.9,0.0,6.4,3.0,0.7%,180.0,700,388.0,2.2,312.0,1.7,5.0,25.0,-53.0,0.0,17.0,1.0,0.0,0.0,0.0,30.0,44.0,11.0,31.0,181.0,35.0,13.0,224.0
39.0,Antonio Gibson (NE),127.4,8.0,2.0,16.0,RB,00-0036328,2023,4.1,1.0,8.1,2.0,0.9%,65.0,265,123.0,1.9,142.0,2.2,5.0,2.0,-5.0,2.0,5.0,0.0,0.0,0.0,0.0,48.0,59.0,5.0,90.0,377.0,14.0,2.0,124.0
40.0,Samaje Perine (CIN),121.3,7.1,2.0,17.0,RB,00-0033526,2023,4.5,1.0,9.1,0.0,0.5%,53.0,238,109.0,2.1,129.0,2.4,2.0,4.0,-15.0,3.0,6.0,1.0,0.0,0.0,0.0,50.0,56.0,2.0,165.0,462.0,15.0,3.0,109.0
41.0,Kareem Hunt (KC),118.5,7.9,0.0,15.0,RB,00-0033923,2023,3.0,9.0,5.6,0.0,20.6%,135.0,411,236.0,1.7,175.0,1.3,2.0,13.0,-18.0,16.0,5.0,0.0,0.0,0.0,0.0,15.0,21.0,1.0,23.0,117.0,39.0,13.0,156.0
42.0,A.J. Dillon (PHI),117.6,7.8,0.0,15.0,RB,00-0036265,2023,3.4,2.0,10.1,0.0,0.6%,178.0,613,311.0,1.7,302.0,1.7,5.0,15.0,-39.0,5.0,8.0,1.0,1.0,1.0,0.0,22.0,28.0,1.0,106.0,231.0,37.0,10.0,206.0
43.0,Khalil Herbert (IND),112.5,9.4,1.0,12.0,RB,00-0036906,2023,4.6,2.0,6.7,1.0,0.3%,132.0,611,329.0,2.5,282.0,2.1,13.0,9.0,-22.0,11.0,13.0,5.0,3.0,0.0,0.0,20.0,31.0,4.0,26.0,138.0,20.0,3.0,163.0
44.0,Justice Hill (BAL),109.3,6.8,1.0,16.0,RB,00-0034975,2023,4.6,3.0,7.4,1.0,5.2%,84.0,387,267.0,3.2,120.0,1.4,9.0,6.0,-11.0,14.0,9.0,2.0,1.0,1.0,0.0,28.0,39.0,1.0,51.0,278.0,28.0,4.0,123.0
45.0,Zach Charbonnet (SEA),106.1,6.6,0.0,16.0,RB,00-0039165,2023,4.3,1.0,6.3,0.0,72.1%,108.0,462,253.0,2.3,209.0,1.9,10.0,12.0,-34.0,1.0,16.0,4.0,0.0,0.0,0.0,33.0,40.0,1.0,57.0,248.0,23.0,6.0,148.0
46.0,Jaleel McLaughlin (DEN),106.0,6.2,0.0,17.0,RB,00-0038794,2023,5.4,1.0,5.2,2.0,2.6%,76.0,410,240.0,3.2,170.0,2.2,4.0,7.0,-12.0,5.0,12.0,4.0,2.0,0.0,0.0,31.0,36.0,5.0,83.0,290.0,14.0,2.0,112.0
47.0,Roschon Johnson (CHI),102.1,6.8,0.0,15.0,RB,00-0039021,2023,4.3,2.0,6.1,0.0,11.7%,81.0,352,228.0,2.8,124.0,1.5,3.0,3.0,-5.0,2.0,8.0,2.0,0.0,0.0,0.0,34.0,40.0,4.0,67.0,247.0,15.0,6.0,121.0
48.0,Ty Chandler (MIN),101.0,6.3,0.0,16.0,RB,00-0037276,2023,4.5,3.0,7.6,0.0,0.3%,102.0,461,279.0,2.7,182.0,1.8,3.0,6.0,-12.0,2.0,9.0,3.0,2.0,0.0,0.0,21.0,25.0,3.0,41.0,206.0,14.0,3.0,127.0
49.0,Kenneth Gainwell (PIT),97.4,6.1,1.0,16.0,RB,00-0036919,2023,4.3,2.0,6.1,0.0,0.5%,84.0,364,204.0,2.4,160.0,1.9,6.0,5.0,-12.0,12.0,10.0,3.0,1.0,0.0,0.0,30.0,37.0,0.0,42.0,186.0,25.0,4.0,121.0
50.0,Rico Dowdle (CAR),91.5,5.7,0.0,16.0,RB,00-0036139,2023,4.1,2.0,8.5,2.0,3.6%,89.0,361,187.0,2.1,174.0,2.0,5.0,6.0,-12.0,1.0,7.0,2.0,0.0,0.0,0.0,17.0,22.0,4.0,30.0,183.0,23.0,5.0,111.0
51.0,D'Onta Foreman (FA),91.2,10.1,0.0,9.0,RB,00-0033925,2023,3.9,4.0,7.0,1.0,0.0%,109.0,425,260.0,2.4,165.0,1.5,7.0,11.0,-35.0,4.0,12.0,1.0,0.0,0.0,0.0,11.0,16.0,2.0,18.0,65.0,19.0,8.0,125.0
52.0,Miles Sanders (DAL),87.6,5.5,2.0,16.0,RB,00-0035243,2023,3.3,1.0,5.7,0.0,1.6%,129.0,432,208.0,1.6,224.0,1.7,8.0,17.0,-49.0,1.0,11.0,1.0,1.0,1.0,0.0,27.0,41.0,2.0,51.0,158.0,14.0,4.0,170.0
53.0,Jerick McKinnon (FA),84.4,7.0,0.0,12.0,RB,00-0031376,2023,2.9,1.0,7.7,4.0,0.0%,21.0,60,46.0,2.2,14.0,0.7,0.0,4.0,-7.0,7.0,1.0,0.0,0.0,0.0,0.0,25.0,32.0,5.0,28.0,233.0,8.0,1.0,53.0
54.0,Latavius Murray (FA),82.9,5.5,0.0,15.0,RB,00-0030513,2023,3.8,4.0,7.0,0.0,0.0%,79.0,300,174.0,2.2,126.0,1.6,3.0,5.0,-10.0,4.0,6.0,2.0,0.0,0.0,0.0,17.0,22.0,3.0,39.0,127.0,24.0,14.0,101.0
55.0,Dameon Pierce (HOU),82.7,5.9,0.0,14.0,RB,00-0037258,2023,2.9,2.0,7.8,0.0,0.4%,145.0,416,180.0,1.2,236.0,1.6,12.0,20.0,-48.0,3.0,9.0,1.0,0.0,0.0,0.0,13.0,17.0,1.0,13.0,95.0,24.0,9.0,162.0
56.0,Zamir White (LV),73.9,4.9,1.0,15.0,RB,00-0038040,2023,4.3,1.0,6.5,0.0,0.3%,104.0,451,206.0,2.0,245.0,2.4,8.0,7.0,-15.0,1.0,8.0,2.0,1.0,1.0,0.0,15.0,19.0,1.0,47.0,94.0,18.0,3.0,123.0
57.0,Emari Demercado (ARI),73.3,5.2,0.0,14.0,RB,00-0038705,2023,4.9,2.0,5.7,0.0,0.3%,58.0,284,166.0,2.9,118.0,2.0,2.0,5.0,-8.0,49.0,5.0,1.0,1.0,1.0,0.0,21.0,30.0,1.0,14.0,109.0,4.0,1.0,88.0
58.0,Clyde Edwards-Helaire (NO),70.1,4.7,0.0,15.0,RB,00-0036360,2023,3.2,1.0,11.1,1.0,0.4%,70.0,223,145.0,2.1,78.0,1.1,4.0,8.0,-17.0,1.0,4.0,1.0,0.0,0.0,0.0,17.0,22.0,5.0,103.0,247.0,14.0,4.0,92.0
59.0,Keaton Mitchell (BAL),69.9,10.0,0.0,7.0,RB,00-0038454,2023,8.4,2.0,10.3,0.0,0.7%,47.0,396,238.0,5.1,158.0,3.4,7.0,6.0,-18.0,40.0,12.0,7.0,3.0,2.0,1.0,9.0,11.0,1.0,12.0,122.0,5.0,0.0,58.0
60.0,Joshua Kelley (FA),61.7,3.6,1.0,17.0,RB,00-0036370,2023,3.8,2.0,4.0,0.0,0.0%,107.0,405,216.0,2.0,189.0,1.8,6.0,10.0,-26.0,49.0,10.0,2.0,1.0,1.0,0.0,8.0,12.0,1.0,6.0,39.0,15.0,3.0,119.0
62.0,Michael Carter (ARI),58.8,3.9,0.0,15.0,RB,00-0036924,2023,6.2,0.0,4.2,1.0,0.1%,30.0,187,128.0,4.3,59.0,2.0,1.0,2.0,-2.0,0.0,6.0,1.0,0.0,0.0,0.0,24.0,31.0,4.0,19.0,29.0,7.0,1.0,61.0
63.0,Chase Brown (CIN),53.5,4.5,0.0,12.0,RB,00-0038597,2023,4.1,0.0,11.1,1.0,96.8%,44.0,179,52.0,1.2,127.0,2.9,2.0,9.0,-25.0,0.0,5.0,2.0,1.0,0.0,0.0,14.0,15.0,1.0,43.0,194.0,8.0,0.0,59.0
64.0,Elijah Mitchell (KC),47.5,4.3,0.0,11.0,RB,00-0036567,2023,3.7,2.0,2.3,0.0,0.6%,75.0,281,138.0,1.8,143.0,1.9,6.0,7.0,-13.0,2.0,7.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,5.0,26.0,19.0,10.0,83.0
65.0,Matt Breida (FA),46.9,3.1,0.0,15.0,RB,00-0033308,2023,2.7,1.0,5.2,0.0,0.0%,55.0,151,86.0,1.6,65.0,1.2,1.0,4.0,-15.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,0.0,10.0,89.0,8.0,0.0,76.0
66.0,Cam Akers (NO),46.7,6.7,0.0,7.0,RB,00-0036414,2023,2.8,2.0,6.4,0.0,0.2%,60.0,167,78.0,1.3,89.0,1.5,6.0,12.0,-34.0,6.0,4.0,0.0,0.0,0.0,0.0,11.0,12.0,2.0,34.0,78.0,9.0,2.0,72.0
67.0,Royce Freeman (FA),46.2,4.2,0.0,11.0,RB,00-0034838,2023,4.1,2.0,13.0,0.0,0.0%,77.0,319,180.0,2.3,139.0,1.8,8.0,5.0,-15.0,23.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,14.0,15.0,6.0,79.0
68.0,Jordan Mason (MIN),44.7,2.8,0.0,16.0,RB,00-0037525,2023,5.2,3.0,10.3,0.0,61.9%,40.0,206,110.0,2.8,96.0,2.4,3.0,3.0,-12.0,26.0,4.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,23.0,5.0,1.0,44.0
70.0,Kendre Miller (NO),43.3,5.4,0.0,8.0,RB,00-0038551,2023,3.8,1.0,11.7,0.0,1.7%,41.0,156,72.0,1.8,84.0,2.0,3.0,1.0,-4.0,3.0,4.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,23.0,128.0,3.0,1.0,52.0
