Rank,Player,Fantasy Points,Fantasy Points/Game,Receptions (Advanced),Targets (Advanced),Target Share %,Catchable Targets,Drops,Receiving Yards (Advanced),Yards/Reception (Advanced),Yards Before Catch,Yards Before Catch/Reception,Yards After Catch,Yards After Catch/Reception,Yards After Contact,Yards After Contact/Reception,Broken Tackles,Receiving TD (Basic),Receptions 10+ Yards,Receptions 20+ Yards,Receptions 30+ Yards,Receptions 40+ Yards,Receptions 50+ Yards,Longest Reception (Advanced),Red Zone Targets,routes_run,yprr,TPRR,Rushing Yards,redzone_touches,goal_line_touches,Games Played (Advanced),Rostered %,Year,Position,posteam,player_id,Games Played (Basic),player_name_std,receiver_player_id,receiving_yards,targets,yac
Overall fantasy ranking for the player,Player name,Total fantasy points scored,Average fantasy points per game,Receptions (advanced tracking),Targets (advanced tracking),Target share percentage,Catchable targets,Number of drops,Receiving yards (advanced tracking),Yards per reception (advanced),Yards before catch,Yards before catch per reception,Yards after catch (YAC),Yards after catch per reception,Yards after contact,Yards after contact per reception,Broken tackles,Receiving touchdowns (basic),Receptions of 10+ yards,Receptions of 20+ yards,Receptions of 30+ yards,Receptions of 40+ yards,Receptions of 50+ yards,Longest reception (advanced),Red zone targets,Routes run,Yards per route run (YPRR),Targets per route run (TPRR),Rushing yards,Red zone touches,Goal line touches,Games played (advanced tracking),Rostered percentage,Season year,Player position,Posteam,Unique player identifier,Games played (basic),Player name (standardized),Receiver player ID,Receiving yards (raw),Targets (raw),Yards after catch (raw)
1.0,Davante Adams (LAR),358.4,25.6,123.0,169.0,29.6%,127.0,4.0,"1,553",12.6,961,7.8,592.0,4.8,146.0,1.2,5.0,18.0,66.0,18.0,12.0,4.0,2.0,59.0,27.0,180.0,9.127777777777778,1.0,0.0,29.0,7.0,16.0,98.5%,2021,WR,GB,00-0031381,14.0,D.Adams,00-0031381,1643.0,180.0,622.0
2.0,Tyreek Hill (MIA),328.9,21.9,111.0,159.0,25.0%,121.0,7.0,"1,239",11.2,795,7.2,444.0,4.0,114.0,1.0,10.0,15.0,49.0,20.0,7.0,3.0,1.0,75.0,23.0,187.0,8.149732620320856,1.0,123.0,34.0,7.0,17.0,98.8%,2021,WR,KC,00-0033040,15.0,T.Hill,00-0033040,1524.0,187.0,579.0
3.0,Stefon Diggs (NE),328.6,20.5,103.0,164.0,26.2%,111.0,5.0,"1,225",11.9,899,8.7,326.0,3.2,152.0,1.5,7.0,8.0,50.0,20.0,6.0,4.0,2.0,61.0,34.0,175.0,7.382857142857143,0.9942857142857144,1.0,36.0,7.0,17.0,85.9%,2021,WR,BUF,00-0031588,16.0,S.Diggs,00-0031588,1292.0,174.0,342.0
4.0,DeAndre Hopkins (BAL),287.8,18.0,42.0,64.0,11.2%,44.0,1.0,572,13.6,432,10.3,140.0,3.3,46.0,1.1,0.0,6.0,27.0,17.0,4.0,1.0,1.0,55.0,14.0,64.0,8.9375,1.0,1.0,15.0,6.0,10.0,6.9%,2021,WR,ARI,00-0030564,16.0,D.Hopkins,00-0030564,572.0,64.0,140.0
5.0,Calvin Ridley (TEN),281.5,18.8,31.0,52.0,9.4%,38.0,3.0,281,9.1,190,6.1,91.0,2.9,35.0,1.1,1.0,9.0,11.0,23.0,0.0,0.0,0.0,22.0,10.0,52.0,5.403846153846154,1.0,1.0,11.0,3.0,5.0,88.8%,2021,WR,ATL,00-0034837,15.0,C.Ridley,00-0034837,281.0,52.0,91.0
6.0,Justin Jefferson (MIN),274.2,17.1,108.0,167.0,28.9%,120.0,7.0,"1,616",14.9,"1,141",10.5,482.0,4.4,149.0,1.4,5.0,7.0,67.0,23.0,11.0,5.0,2.0,56.0,20.0,170.0,9.505882352941176,0.9823529411764704,2.0,27.0,9.0,17.0,99.9%,2021,WR,MIN,00-0036322,16.0,J.Jefferson,00-0036322,1616.0,167.0,490.0
7.0,DK Metcalf (PIT),271.3,17.0,75.0,129.0,27.1%,83.0,4.0,967,12.9,639,8.5,328.0,4.4,159.0,2.1,8.0,10.0,41.0,17.0,5.0,2.0,1.0,84.0,19.0,129.0,7.496124031007752,1.0,0.0,20.0,2.0,17.0,96.8%,2021,WR,SEA,00-0035640,16.0,D.Metcalf,00-0035640,967.0,129.0,328.0
8.0,Tyler Lockett (TEN),265.4,16.6,73.0,107.0,22.5%,73.0,0.0,"1,175",16.1,898,12.3,277.0,3.8,65.0,0.9,2.0,10.0,36.0,10.0,9.0,7.0,5.0,69.0,7.0,108.0,10.87962962962963,0.9907407407407408,0.0,8.0,3.0,16.0,3.9%,2021,WR,SEA,00-0032211,16.0,T.Lockett,00-0032211,1175.0,107.0,277.0
9.0,Allen Robinson II (FA),262.9,16.4,38.0,66.0,12.6%,40.0,2.0,410,10.8,309,8.1,101.0,2.7,26.0,0.7,1.0,6.0,15.0,22.0,1.0,0.0,0.0,39.0,4.0,,,,-1.0,,,12.0,0.0%,2021,WR,,,16.0,A.II,,,,
10.0,Adam Thielen (CAR),254.0,16.9,67.0,95.0,16.4%,69.0,1.0,726,10.8,487,7.3,239.0,3.6,60.0,0.9,1.0,14.0,28.0,11.0,2.0,0.0,0.0,35.0,13.0,95.0,7.6421052631578945,1.0,15.0,15.0,5.0,13.0,49.2%,2021,WR,MIN,00-0030035,15.0,A.Thielen,00-0030035,726.0,95.0,239.0
11.0,Mike Evans (TB),248.6,15.5,74.0,114.0,15.9%,76.0,2.0,"1,035",14.0,776,10.5,259.0,3.5,63.0,0.9,2.0,13.0,42.0,20.0,7.0,3.0,0.0,46.0,18.0,140.0,9.07857142857143,1.0,0.0,25.0,8.0,16.0,97.8%,2021,WR,TB,00-0031408,16.0,M.Evans,00-0031408,1271.0,140.0,318.0
12.0,A.J. Brown (PHI),247.5,17.7,63.0,105.0,20.1%,72.0,8.0,869,13.8,621,9.9,248.0,3.9,99.0,1.6,2.0,11.0,45.0,13.0,3.0,3.0,1.0,57.0,11.0,62.0,8.790322580645162,1.0,0.0,3.0,1.0,13.0,99.8%,2021,WR,TB,00-0027793,14.0,A.Brown,00-0027793,545.0,62.0,190.0
13.0,Robert Woods (PIT),245.1,15.3,45.0,69.0,11.5%,48.0,3.0,556,12.4,358,8.0,198.0,4.4,71.0,1.6,0.0,6.0,25.0,11.0,0.0,0.0,0.0,28.0,16.0,70.0,7.942857142857143,0.9857142857142858,155.0,19.0,5.0,9.0,0.2%,2021,WR,LA,00-0030431,16.0,R.Woods,00-0030431,556.0,69.0,198.0
14.0,Keenan Allen (FA),245.1,17.5,106.0,157.0,23.8%,116.0,8.0,"1,138",10.7,801,7.6,337.0,3.2,83.0,0.8,1.0,8.0,47.0,10.0,5.0,2.0,0.0,42.0,23.0,158.0,7.2025316455696204,0.9936708860759492,-1.0,26.0,7.0,16.0,6.8%,2021,WR,LAC,00-0030279,14.0,K.Allen,00-0030279,1138.0,157.0,341.0
15.0,Amari Cooper (FA),236.8,14.8,68.0,104.0,16.3%,72.0,4.0,865,12.7,630,9.3,235.0,3.5,81.0,1.2,4.0,5.0,36.0,13.0,4.0,1.0,0.0,41.0,17.0,114.0,8.149122807017545,1.0,14.0,21.0,4.0,15.0,3.8%,2021,WR,DAL,00-0031544,16.0,A.Cooper,00-0031544,929.0,114.0,232.0
16.0,JuJu Smith-Schuster (KC),234.1,14.6,15.0,28.0,4.3%,15.0,0.0,129,8.6,61,4.1,68.0,4.5,30.0,2.0,3.0,9.0,5.0,13.0,0.0,0.0,0.0,24.0,0.0,36.0,4.305555555555555,1.0,0.0,1.0,1.0,5.0,0.5%,2021,WR,PIT,00-0033857,16.0,J.Smith-Schuster,00-0033857,155.0,36.0,83.0
17.0,Brandin Cooks (NO),232.0,15.5,90.0,134.0,25.6%,95.0,5.0,"1,037",11.4,671,7.5,357.0,4.0,68.0,0.8,5.0,6.0,41.0,20.0,6.0,5.0,1.0,52.0,10.0,134.0,7.723880597014926,1.0,0.0,10.0,1.0,16.0,1.4%,2021,WR,HOU,00-0031236,15.0,B.Cooks,00-0031236,1035.0,134.0,342.0
18.0,Marvin Jones Jr. (FA),227.8,14.2,73.0,120.0,20.6%,79.0,2.0,832,11.4,700,9.6,132.0,1.8,29.0,0.4,0.0,9.0,36.0,19.0,2.0,0.0,0.0,33.0,18.0,,,,0.0,,,17.0,0.0%,2021,WR,,,16.0,M.Jr.,,,,
19.0,Robbie Chosen (FA),224.1,14.0,53.0,110.0,19.1%,63.0,7.0,519,9.8,361,6.8,158.0,3.0,32.0,0.6,2.0,3.0,21.0,16.0,1.0,1.0,1.0,57.0,8.0,,,,15.0,,,17.0,0.0%,2021,WR,,,16.0,R.Chosen,,,,
20.0,Terry McLaurin (WAS),223.8,14.9,77.0,130.0,24.3%,85.0,5.0,"1,053",13.7,736,9.6,317.0,4.1,121.0,1.6,4.0,4.0,45.0,17.0,9.0,3.0,0.0,46.0,9.0,130.0,8.1,1.0,30.0,9.0,2.0,17.0,98.2%,2021,WR,WAS,00-0035659,15.0,T.McLaurin,00-0035659,1053.0,130.0,307.0
21.0,Diontae Johnson (CLE),221.8,14.8,107.0,169.0,25.9%,112.0,5.0,"1,161",10.9,634,5.9,527.0,4.9,98.0,0.9,8.0,7.0,46.0,10.0,7.0,4.0,2.0,50.0,21.0,42.0,5.357142857142857,1.0,15.0,14.0,1.0,16.0,1.2%,2021,WR,HOU,00-0032187,15.0,D.Johnson,00-0032187,225.0,42.0,191.0
22.0,CeeDee Lamb (DAL),217.7,13.6,79.0,120.0,18.8%,89.0,8.0,"1,102",13.9,661,8.4,441.0,5.6,198.0,2.5,12.0,5.0,46.0,18.0,9.0,2.0,0.0,49.0,10.0,126.0,8.825396825396826,0.992063492063492,82.0,15.0,4.0,16.0,99.9%,2021,WR,DAL,00-0036358,16.0,C.Lamb,00-0036358,1112.0,125.0,441.0
23.0,Chase Claypool (FA),214.9,13.4,59.0,105.0,16.1%,66.0,5.0,860,14.6,577,9.8,283.0,4.8,126.0,2.1,4.0,9.0,33.0,14.0,7.0,4.0,2.0,59.0,13.0,112.0,7.794642857142857,1.0,16.0,16.0,6.0,15.0,0.0%,2021,WR,PIT,00-0036326,16.0,C.Claypool,00-0036326,873.0,112.0,293.0
24.0,Curtis Samuel (BUF),212.1,14.1,6.0,9.0,1.7%,6.0,0.0,27,4.5,-13,-2.2,40.0,6.7,4.0,0.7,0.0,3.0,1.0,12.0,0.0,0.0,0.0,10.0,1.0,,,,200.0,1.0,0.0,5.0,0.4%,2021,WR,,00-0033282,15.0,C.Samuel,,,,40.0
25.0,DJ Moore (CHI),211.5,14.1,93.0,163.0,28.3%,107.0,10.0,"1,157",12.4,731,7.9,426.0,4.6,127.0,1.4,4.0,4.0,52.0,19.0,2.0,1.0,1.0,64.0,13.0,,,,22.0,,,17.0,95.5%,2021,WR,,,15.0,D.Moore,,,,0.0
26.0,Cooper Kupp (SEA),208.7,13.9,145.0,191.0,31.7%,156.0,8.0,"1,947",13.4,"1,101",7.6,846.0,5.8,257.0,1.8,10.0,3.0,66.0,12.0,15.0,9.0,3.0,59.0,37.0,234.0,10.363247863247864,0.9957264957264956,33.0,50.0,13.0,17.0,88.7%,2021,WR,LA,00-0033908,15.0,C.Kupp,00-0033908,2425.0,233.0,1052.0
27.0,Cole Beasley (FA),207.5,13.8,82.0,112.0,17.9%,88.0,6.0,693,8.5,388,4.7,305.0,3.7,71.0,0.9,0.0,4.0,26.0,15.0,0.0,0.0,0.0,29.0,13.0,122.0,6.327868852459017,0.9918032786885246,0.0,15.0,2.0,16.0,0.0%,2021,WR,BUF,00-0029000,15.0,C.Beasley,00-0029000,772.0,121.0,343.0
28.0,Tee Higgins (CIN),194.6,12.2,74.0,110.0,20.4%,85.0,5.0,"1,091",14.7,801,10.8,290.0,3.9,92.0,1.2,4.0,6.0,49.0,14.0,4.0,2.0,2.0,54.0,11.0,141.0,9.929078014184396,0.9929078014184396,28.0,19.0,5.0,14.0,99.3%,2021,WR,CIN,00-0036410,16.0,T.Higgins,00-0036410,1400.0,140.0,419.0
29.0,Tyler Boyd (FA),192.6,12.8,67.0,94.0,17.4%,69.0,0.0,828,12.4,439,6.6,389.0,5.8,60.0,0.9,2.0,4.0,33.0,7.0,4.0,2.0,2.0,68.0,7.0,115.0,8.156521739130435,0.991304347826087,49.0,12.0,3.0,16.0,0.1%,2021,WR,CIN,00-0033009,15.0,T.Boyd,00-0033009,938.0,114.0,432.0
30.0,Corey Davis (FA),191.4,13.7,34.0,59.0,10.2%,39.0,5.0,492,14.5,368,10.8,124.0,3.6,66.0,1.9,2.0,5.0,22.0,14.0,3.0,1.0,1.0,53.0,4.0,59.0,8.338983050847459,1.0,0.0,5.0,1.0,9.0,0.0%,2021,WR,NYJ,00-0033871,14.0,C.Davis,00-0033871,492.0,59.0,129.0
31.0,Chris Godwin (TB),191.0,15.9,98.0,127.0,17.7%,103.0,5.0,"1,103",11.3,517,5.3,586.0,6.0,190.0,1.9,5.0,7.0,45.0,13.0,3.0,1.0,0.0,44.0,25.0,127.0,8.68503937007874,1.0,0.0,28.0,6.0,14.0,85.4%,2021,WR,TB,00-0033921,12.0,C.Godwin,00-0033921,1103.0,127.0,586.0
32.0,William Fuller V (FA),188.9,17.2,4.0,8.0,1.3%,4.0,0.0,26,6.5,16,4.0,10.0,2.5,4.0,1.0,1.0,8.0,1.0,14.0,0.0,0.0,0.0,10.0,0.0,,,,0.0,,,2.0,0.0%,2021,WR,,,11.0,W.V,,,,
33.0,Jarvis Landry (FA),188.0,12.5,52.0,87.0,17.4%,54.0,2.0,570,11.0,297,5.7,273.0,5.3,79.0,1.5,3.0,3.0,23.0,11.0,3.0,0.0,0.0,38.0,10.0,87.0,6.551724137931035,1.0,10.0,14.0,2.0,12.0,0.1%,2021,WR,CLE,00-0031382,15.0,J.Landry,00-0031382,570.0,87.0,273.0
34.0,Nelson Agholor (FA),185.6,11.6,37.0,64.0,12.2%,39.0,1.0,473,12.8,355,9.6,118.0,3.2,35.0,0.9,2.0,8.0,22.0,15.0,2.0,1.0,0.0,44.0,6.0,66.0,7.4393939393939394,1.0,0.0,7.0,0.0,15.0,0.0%,2021,WR,NE,00-0031549,16.0,N.Agholor,00-0031549,491.0,66.0,122.0
35.0,Brandon Aiyuk (SF),184.5,15.4,56.0,84.0,16.8%,62.0,4.0,826,14.7,477,8.5,347.0,6.2,140.0,2.5,3.0,5.0,35.0,10.0,6.0,1.0,0.0,43.0,10.0,101.0,9.514851485148515,0.9801980198019802,77.0,12.0,5.0,17.0,39.0%,2021,WR,SF,00-0036261,12.0,B.Aiyuk,00-0036261,961.0,99.0,387.0
36.0,Marquise Brown (KC),183.0,11.4,91.0,146.0,24.7%,102.0,8.0,"1,008",11.1,620,6.8,388.0,4.3,88.0,1.0,4.0,8.0,43.0,13.0,6.0,3.0,0.0,49.0,16.0,147.0,6.857142857142857,0.9931972789115646,1.0,8.0,4.0,16.0,56.3%,2021,WR,BAL,00-0031806,16.0,M.Brown,00-0035662,1008.0,146.0,8.0
37.0,Russell Gage Jr. (SF),181.1,11.3,66.0,94.0,17.0%,73.0,5.0,770,11.7,516,7.8,254.0,3.8,89.0,1.3,5.0,4.0,31.0,6.0,2.0,1.0,0.0,49.0,13.0,,,,9.0,,,13.0,0.0%,2021,WR,,,16.0,R.Jr.,,,,
38.0,Michael Gallup (WAS),173.3,10.8,35.0,62.0,9.7%,39.0,3.0,445,12.7,322,9.2,123.0,3.5,43.0,1.2,1.0,5.0,17.0,11.0,3.0,2.0,0.0,41.0,8.0,62.0,7.17741935483871,1.0,0.0,8.0,2.0,9.0,0.1%,2021,WR,DAL,00-0034764,16.0,M.Gallup,00-0034764,445.0,62.0,123.0
39.0,Jamison Crowder (FA),172.0,14.3,51.0,71.0,12.2%,55.0,2.0,447,8.7,273,5.4,169.0,3.3,47.0,0.9,0.0,6.0,19.0,9.0,0.0,0.0,0.0,29.0,11.0,73.0,6.123287671232877,0.9726027397260274,14.0,14.0,4.0,12.0,0.0%,2021,WR,NYJ,00-0031941,12.0,J.Crowder,00-0031941,447.0,71.0,174.0
40.0,DeVante Parker (FA),166.3,11.9,40.0,73.0,12.2%,51.0,4.0,515,12.9,411,10.3,104.0,2.6,46.0,1.2,1.0,4.0,22.0,10.0,3.0,1.0,0.0,42.0,6.0,73.0,7.054794520547945,1.0,0.0,6.0,2.0,10.0,0.0%,2021,WR,MIA,00-0031547,14.0,D.Parker,00-0031547,515.0,73.0,104.0
41.0,Emmanuel Sanders (FA),164.8,11.8,42.0,72.0,11.5%,46.0,3.0,626,14.9,541,12.9,85.0,2.0,31.0,0.7,0.0,5.0,27.0,7.0,4.0,1.0,0.0,41.0,10.0,77.0,8.805194805194805,0.987012987012987,12.0,11.0,3.0,14.0,0.0%,2021,WR,BUF,00-0027685,14.0,E.Sanders,00-0027685,678.0,76.0,85.0
42.0,T.Y. Hilton (FA),164.2,10.9,23.0,37.0,7.3%,25.0,1.0,331,14.4,260,11.3,71.0,3.1,23.0,1.0,0.0,5.0,11.0,11.0,4.0,2.0,1.0,52.0,4.0,37.0,8.945945945945946,1.0,0.0,4.0,2.0,10.0,0.1%,2021,WR,IND,00-0029608,15.0,T.Hilton,00-0029608,331.0,37.0,71.0
43.0,Sterling Shepard (TB),162.5,13.5,36.0,53.0,9.4%,40.0,4.0,366,10.2,255,7.1,111.0,3.1,58.0,1.6,1.0,3.0,15.0,10.0,1.0,0.0,0.0,37.0,9.0,53.0,6.90566037735849,1.0,49.0,9.0,2.0,7.0,0.2%,2021,WR,NYG,00-0032385,12.0,S.Shepard,00-0032385,366.0,53.0,111.0
44.0,Tim Patrick (DET),161.2,10.7,53.0,85.0,16.4%,57.0,3.0,734,13.8,532,10.0,202.0,3.8,37.0,0.7,2.0,6.0,33.0,14.0,4.0,1.0,0.0,44.0,11.0,85.0,8.635294117647058,1.0,0.0,11.0,3.0,16.0,0.4%,2021,WR,DEN,00-0033375,15.0,T.Patrick,00-0033375,734.0,85.0,202.0
45.0,Jerry Jeudy (CLE),157.6,9.9,38.0,56.0,10.8%,42.0,1.0,467,11.9,265,7.0,187.0,4.9,24.0,0.6,0.0,3.0,18.0,14.0,2.0,1.0,0.0,40.0,3.0,56.0,8.339285714285714,1.0,0.0,3.0,1.0,10.0,90.3%,2021,WR,DEN,00-0036407,16.0,J.Jeudy,00-0036407,467.0,56.0,178.0
46.0,Laviska Shenault Jr. (BUF),157.1,11.2,63.0,100.0,17.2%,71.0,8.0,619,9.8,230,3.7,389.0,6.2,192.0,3.0,10.0,5.0,27.0,10.0,2.0,2.0,2.0,58.0,9.0,,,,91.0,,,16.0,0.1%,2021,WR,,,14.0,L.Jr.,,,,
47.0,Keelan Cole Sr. (FA),155.4,9.7,28.0,51.0,8.8%,30.0,1.0,449,16.0,364,13.0,85.0,3.0,21.0,0.8,0.0,5.0,19.0,8.0,2.0,2.0,1.0,54.0,5.0,,,,2.0,,,14.0,0.0%,2021,WR,,,16.0,K.Sr.,,,,
48.0,Mike Williams (FA),153.7,10.2,76.0,129.0,19.5%,86.0,6.0,"1,146",15.1,731,9.6,415.0,5.5,136.0,1.8,2.0,5.0,41.0,13.0,9.0,9.0,2.0,72.0,19.0,130.0,8.815384615384616,0.9923076923076924,1.0,1.0,0.0,16.0,2.5%,2021,WR,LAC,00-0031558,15.0,M.Williams,00-0033536,1146.0,129.0,125.0
49.0,DJ Chark Jr. (ATL),153.6,11.8,7.0,22.0,3.8%,8.0,1.0,154,22.0,130,18.6,24.0,3.4,11.0,1.6,0.0,5.0,7.0,10.0,1.0,1.0,0.0,41.0,1.0,,,,0.0,,,3.0,0.1%,2021,WR,,,13.0,D.Jr.,,,,
50.0,Darnell Mooney (ATL),152.1,9.5,81.0,140.0,26.7%,91.0,9.0,"1,055",13.0,674,8.3,381.0,4.7,123.0,1.5,5.0,4.0,42.0,6.0,6.0,3.0,3.0,64.0,10.0,141.0,7.4822695035460995,0.9929078014184396,20.0,15.0,4.0,17.0,69.2%,2021,WR,CHI,00-0036309,16.0,D.Mooney,00-0036309,1055.0,140.0,381.0
51.0,Christian Kirk (HOU),146.4,10.5,77.0,103.0,18.1%,85.0,6.0,982,12.9,769,10.0,228.0,3.0,63.0,0.8,1.0,6.0,34.0,7.0,7.0,4.0,1.0,50.0,10.0,114.0,9.06140350877193,1.0,3.0,10.0,3.0,17.0,10.3%,2021,WR,ARI,00-0034775,14.0,C.Kirk,00-0034775,1033.0,114.0,241.0
52.0,Julio Jones (FA),146.1,16.2,31.0,48.0,9.2%,34.0,1.0,434,14.0,322,10.4,112.0,3.6,50.0,1.6,4.0,3.0,20.0,16.0,2.0,2.0,1.0,51.0,6.0,55.0,9.018181818181818,1.0,0.0,7.0,2.0,10.0,0.1%,2021,WR,TEN,00-0027944,9.0,J.Jones,00-0027944,496.0,55.0,136.0
53.0,Jakobi Meyers (LV),142.6,10.2,83.0,126.0,24.0%,89.0,3.0,866,10.4,643,7.7,223.0,2.7,50.0,0.6,1.0,0.0,34.0,11.0,2.0,0.0,0.0,39.0,13.0,137.0,6.613138686131387,0.9854014598540146,9.0,19.0,7.0,16.0,85.0%,2021,WR,NE,00-0034960,14.0,J.Meyers,00-0034960,906.0,135.0,226.0
54.0,Darius Slayton (NYG),141.0,8.8,26.0,58.0,10.3%,34.0,6.0,339,13.0,274,10.5,65.0,2.5,17.0,0.7,1.0,3.0,13.0,10.0,2.0,1.0,0.0,42.0,2.0,58.0,5.844827586206897,1.0,-1.0,2.0,0.0,13.0,1.4%,2021,WR,NYG,00-0035535,16.0,D.Slayton,00-0035535,339.0,58.0,65.0
55.0,Marquez Valdes-Scantling (SEA),137.3,8.6,26.0,55.0,9.6%,26.0,0.0,430,16.5,284,10.9,146.0,5.6,28.0,1.1,0.0,6.0,12.0,10.0,5.0,3.0,1.0,75.0,8.0,56.0,7.678571428571429,0.9821428571428572,13.0,9.0,3.0,11.0,0.5%,2021,WR,GB,00-0034272,16.0,M.Valdes-Scantling,00-0034272,430.0,55.0,146.0
56.0,Gabe Davis (FA),136.9,8.6,35.0,63.0,10.1%,41.0,5.0,549,15.7,409,11.7,140.0,4.0,33.0,0.9,1.0,7.0,25.0,10.0,3.0,1.0,0.0,49.0,17.0,76.0,10.407894736842104,1.0,0.0,21.0,5.0,15.0,0.5%,2021,WR,BUF,00-0036196,16.0,G.Davis,00-0036196,791.0,76.0,174.0
57.0,Zach Pascal (NYG),136.9,8.6,38.0,69.0,13.7%,41.0,4.0,384,10.1,263,6.9,121.0,3.2,29.0,0.8,1.0,5.0,14.0,13.0,3.0,1.0,0.0,41.0,13.0,69.0,5.565217391304348,1.0,0.0,14.0,4.0,16.0,0.1%,2021,WR,IND,00-0033251,16.0,Z.Pascal,00-0033251,384.0,69.0,121.0
58.0,Greg Ward (FA),133.1,8.3,7.0,11.0,2.4%,9.0,2.0,95,13.6,79,11.3,16.0,2.3,4.0,0.6,0.0,6.0,4.0,3.0,0.0,0.0,0.0,27.0,6.0,,,,-4.0,6.0,3.0,10.0,0.0%,2021,WR,,00-0033733,16.0,G.Ward,,,,16.0
59.0,Hunter Renfrow (CAR),131.6,8.2,103.0,128.0,21.2%,105.0,2.0,"1,038",10.1,586,5.7,452.0,4.4,115.0,1.1,2.0,2.0,41.0,7.0,2.0,1.0,1.0,54.0,23.0,140.0,7.828571428571428,0.9928571428571428,0.0,27.0,5.0,17.0,0.5%,2021,WR,LV,00-0034983,16.0,H.Renfrow,00-0034983,1096.0,139.0,487.0
60.0,Kendrick Bourne (NE),129.7,8.6,55.0,70.0,13.4%,57.0,2.0,800,14.5,415,7.5,385.0,7.0,91.0,1.7,5.0,2.0,28.0,7.0,6.0,5.0,1.0,75.0,7.0,78.0,11.243589743589745,1.0,0.0,11.0,4.0,17.0,0.3%,2021,WR,NE,00-0033307,15.0,K.Bourne,00-0033307,877.0,78.0,407.0
62.0,Josh Reynolds (NYJ),124.3,7.8,29.0,49.0,9.4%,31.0,1.0,396,13.7,277,9.6,119.0,4.1,53.0,1.8,2.0,2.0,19.0,8.0,1.0,0.0,0.0,39.0,6.0,49.0,8.081632653061224,1.0,5.0,6.0,0.0,11.0,0.5%,2021,WR,DET,00-0033943,16.0,J.Reynolds,00-0033943,396.0,36.0,119.0
63.0,Rashard Higgins (FA),120.9,9.3,24.0,47.0,9.4%,27.0,3.0,275,11.5,228,9.5,47.0,2.0,2.0,0.1,0.0,4.0,16.0,12.0,0.0,0.0,0.0,21.0,5.0,47.0,5.851063829787234,1.0,0.0,5.0,0.0,12.0,0.0%,2021,WR,CLE,00-0032977,13.0,R.Higgins,00-0032977,275.0,47.0,41.0
66.0,Travis Fulgham (FA),115.9,8.9,,,,,,,,,,,,,,,4.0,,5.0,,,,,,,,,0.0,,,,0.0%,2021,WR,,,13.0,T.Fulgham,,,,
67.0,Damiere Byrd (FA),114.9,7.2,26.0,38.0,7.3%,29.0,2.0,329,12.7,213,8.2,116.0,4.5,11.0,0.4,1.0,1.0,18.0,10.0,1.0,1.0,1.0,54.0,4.0,39.0,8.435897435897436,0.9743589743589745,15.0,5.0,2.0,11.0,0.0%,2021,WR,CHI,00-0031868,16.0,D.Byrd,00-0031868,329.0,38.0,116.0
68.0,A.J. Green (FA),111.3,7.0,54.0,92.0,16.1%,63.0,5.0,848,15.7,667,12.4,181.0,3.4,83.0,1.5,5.0,2.0,33.0,3.0,9.0,3.0,0.0,42.0,17.0,96.0,8.833333333333334,0.9895833333333334,0.0,18.0,6.0,16.0,0.1%,2021,WR,ARI,00-0027942,16.0,A.Green,00-0027942,848.0,95.0,181.0
69.0,Anthony Miller (BAL),108.7,6.8,6.0,12.0,2.3%,8.0,0.0,25,4.2,15,2.5,10.0,1.7,3.0,0.5,0.0,2.0,1.0,4.0,0.0,0.0,0.0,10.0,1.0,,,,12.0,1.0,1.0,3.0,0.0%,2021,WR,,00-0034353,16.0,A.Miller,,,,10.0
70.0,Demarcus Robinson (SF),107.6,7.2,25.0,41.0,6.4%,26.0,1.0,264,10.6,202,8.1,62.0,2.5,16.0,0.6,0.0,3.0,11.0,7.0,1.0,0.0,0.0,33.0,3.0,50.0,6.8,1.0,0.0,4.0,0.0,15.0,0.5%,2021,WR,KC,00-0032775,15.0,D.Robinson,00-0032775,340.0,50.0,90.0
